path,component_fake,file_fake,component_present
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0411.wav|data/raw/gtzan_unique_v2/metal.00042.wav,0.13311956822872162,0.11384628713130951,0.7577230334281921
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0013.flac|data/raw/gtzan_unique_v2/rock.00084.wav,0.0642838329076767,0.05024179071187973,0.7909421324729919
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0023.flac,0.1831914633512497,0.14316865801811218,0.24085400998592377
data/raw/gtzan_unique_v2/reggae.00053.wav,0.0005352064035832882,0.0003028338251169771,0.9996464252471924
data/raw/gtzan_unique_v2/rock.00057.wav,0.009557659737765789,0.005906835198402405,0.9996121525764465
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0018.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,0.14719367027282715,0.11335399746894836,0.35004544258117676
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0389.wav,0.19475910067558289,0.151634082198143,0.17697200179100037
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0032.wav,0.16739755868911743,0.133511483669281,0.3330569863319397
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0012.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0157.wav,0.9961166381835938,0.995023250579834,0.9864638447761536
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0095.wav,0.17178818583488464,0.136382058262825,0.6725207567214966
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data/raw/gtzan_unique_v2/jazz.00078.wav,0.06797663122415543,0.05465927720069885,0.8995811343193054
data\raw\fake_music_generated\fake_music_AudioLDM2_0053.wav,0.9988396763801575,0.9983934760093689,0.996752917766571
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0347.wav|data/raw/gtzan_unique_v2/jazz.00099.wav,0.00015908526256680489,7.193020428530872e-05,0.9999945759773254
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302196-0006.flac|data/raw/gtzan_unique_v2/rock.00006.wav,0.027326487004756927,0.018949829041957855,0.9979128241539001
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044.wav,0.24509510397911072,0.20946921408176422,0.25574764609336853
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0248.wav,0.3833567500114441,0.34578609466552734,0.12459463626146317
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0015.flac,0.346599280834198,0.30264177918434143,0.1346450001001358
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0007.flac|data/raw/gtzan_unique_v2/pop.00089.wav,0.005803706124424934,0.003945307806134224,0.9906682968139648
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9457505.flac|data/raw/gtzan_unique_v2/blues.00062.wav,0.0016041900962591171,0.0009169094264507294,0.9997763633728027
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0028.flac,0.3333946764469147,0.2869114577770233,0.24931876361370087
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0031.wav,0.2591870427131653,0.22479353845119476,0.30547818541526794
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0343.wav|data/raw/gtzan_unique_v2/metal.00086.wav,0.056955572217702866,0.04507854953408241,0.8329423069953918
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF7_2.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,0.10199051350355148,0.08107055723667145,0.5362744331359863
data/raw/gtzan_unique_v2/reggae.00013.wav,0.0015470266807824373,0.0009283053805120289,0.9991595149040222
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0113.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0043.wav,0.9962736368179321,0.9950932860374451,0.9905225038528442
data/raw/gtzan_unique_v2/pop.00011.wav,0.00044686603359878063,0.0001739500876283273,0.9999992251396179
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0043.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0147.wav,0.9978821277618408,0.99720299243927,0.9929563999176025
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0014.flac,0.14688998460769653,0.11144594848155975,0.26526138186454773
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/jazz.00091.wav,0.004411729052662849,0.0020986648742109537,0.9999983906745911
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0176.wav|data/raw/gtzan_unique_v2/pop.00020.wav,0.06911484152078629,0.05490213632583618,0.7951222062110901
data\raw\fake_music_generated\fake_music_MusicGen_0082.wav,0.998917818069458,0.9985003471374512,0.9968767166137695
data/raw/gtzan_unique_v2/disco.00093.wav,0.006625726353377104,0.00410168431699276,0.9996050000190735
data\raw\fake_music_generated\fake_music_MusicGen_0104.wav,0.9992836117744446,0.9989548921585083,0.9986777901649475
data/raw/gtzan_unique_v2/country.00036.wav,2.2284755686996505e-05,9.895575203699991e-06,0.9999980926513672
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav|data/raw/gtzan_unique_v2/pop.00013.wav,0.054635122418403625,0.04352564364671707,0.8391199111938477
data\raw\fake_music_generated\fake_music_AudioLDM2_0167.wav,0.9995450377464294,0.9993324875831604,0.9988133907318115
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/reggae.00019.wav,0.001013829023577273,0.0005638566799461842,0.9996616244316101
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0306.wav,0.2632894217967987,0.22660575807094574,0.3697008192539215
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0241.wav,0.36214035749435425,0.3187870383262634,0.15824149549007416
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8700513.flac|data/raw/gtzan_unique_v2/disco.00090.wav,0.0011059131938964128,0.0006231101579032838,0.9998912811279297
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,0.5668293833732605,0.5534138083457947,0.8483809232711792
