path,component_fake,file_fake,component_present
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0411.wav|data/raw/gtzan_unique_v2/metal.00042.wav,0.7801758646965027,0.7334326505661011,0.8894900679588318
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0013.flac|data/raw/gtzan_unique_v2/rock.00084.wav,0.738720715045929,0.7222323417663574,0.9057790637016296
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0023.flac,0.6871707439422607,0.703414261341095,0.9699383974075317
data/raw/gtzan_unique_v2/reggae.00053.wav,0.682091474533081,0.6885838508605957,0.8302688598632812
data/raw/gtzan_unique_v2/rock.00057.wav,0.6820113062858582,0.665947675704956,0.4422318935394287
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0018.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,0.7281550765037537,0.7414981126785278,0.9776997566223145
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0389.wav,0.6939243078231812,0.7103115916252136,0.9753037691116333
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0032.wav,0.7162755131721497,0.7313039302825928,0.9662598371505737
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0012.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0157.wav,0.7258192300796509,0.7325897216796875,0.7385834455490112
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0095.wav,0.720707893371582,0.7237024903297424,0.9712613821029663
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data/raw/gtzan_unique_v2/jazz.00078.wav,0.7200803756713867,0.7022773027420044,0.7291121482849121
data\raw\fake_music_generated\fake_music_AudioLDM2_0053.wav,0.7169553637504578,0.7106611132621765,0.5584971904754639
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0347.wav|data/raw/gtzan_unique_v2/jazz.00099.wav,0.6651120781898499,0.6600371599197388,0.571869432926178
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302196-0006.flac|data/raw/gtzan_unique_v2/rock.00006.wav,0.6946301460266113,0.6814613938331604,0.4464867115020752
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044.wav,0.7750338315963745,0.7766126394271851,0.9780389666557312
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0248.wav,0.7972917556762695,0.8068531155586243,0.988991379737854
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0015.flac,0.7773237824440002,0.7635555863380432,0.9796293377876282
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0007.flac|data/raw/gtzan_unique_v2/pop.00089.wav,0.6629006266593933,0.6602280139923096,0.7359165549278259
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9457505.flac|data/raw/gtzan_unique_v2/blues.00062.wav,0.6590118408203125,0.656514585018158,0.5832428932189941
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0028.flac,0.7220466136932373,0.7358501553535461,0.943571925163269
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0031.wav,0.7657286524772644,0.7731263637542725,0.9715559482574463
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0343.wav|data/raw/gtzan_unique_v2/metal.00086.wav,0.7447723150253296,0.6966530680656433,0.6917745471000671
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF7_2.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,0.7734141945838928,0.7800677418708801,0.9823550581932068
data/raw/gtzan_unique_v2/reggae.00013.wav,0.6788221001625061,0.6822811961174011,0.6805482506752014
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0113.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0043.wav,0.7081847190856934,0.7206292152404785,0.8335280418395996
data/raw/gtzan_unique_v2/pop.00011.wav,0.6720410585403442,0.6738726496696472,0.6515934467315674
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0043.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0147.wav,0.7228865027427673,0.7145446538925171,0.5510292053222656
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0014.flac,0.6921825408935547,0.7078703045845032,0.9676045775413513
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/jazz.00091.wav,0.6772420406341553,0.6608558893203735,0.46937620639801025
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0176.wav|data/raw/gtzan_unique_v2/pop.00020.wav,0.7438790202140808,0.698069155216217,0.7765896916389465
data\raw\fake_music_generated\fake_music_MusicGen_0082.wav,0.7191784977912903,0.7144373655319214,0.5701445937156677
data/raw/gtzan_unique_v2/disco.00093.wav,0.6919421553611755,0.672161340713501,0.43479833006858826
data\raw\fake_music_generated\fake_music_MusicGen_0104.wav,0.7197732925415039,0.7136990427970886,0.5681802034378052
data/raw/gtzan_unique_v2/country.00036.wav,0.6693336963653564,0.6738441586494446,0.8400452136993408
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav|data/raw/gtzan_unique_v2/pop.00013.wav,0.7571856379508972,0.7111620903015137,0.8714652061462402
data\raw\fake_music_generated\fake_music_AudioLDM2_0167.wav,0.7152194380760193,0.7073612213134766,0.5463090538978577
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/reggae.00019.wav,0.6964227557182312,0.6981528997421265,0.6542742848396301
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0306.wav,0.7591443657875061,0.769960343837738,0.971372663974762
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0241.wav,0.8158473968505859,0.8044482469558716,0.9854336977005005
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8700513.flac|data/raw/gtzan_unique_v2/disco.00090.wav,0.668609082698822,0.6473905444145203,0.5394444465637207
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,0.7200803756713867,0.7308590412139893,0.8269661664962769
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data/raw/gtzan_unique_v2/jazz.00001.wav,0.8158473968505859,0.7310184240341187,0.7924354076385498
data/raw/gtzan_unique_v2/blues.00025.wav,0.6838541030883789,0.6922104954719543,0.7021040320396423
data/raw/gtzan_unique_v2/pop.00081.wav,0.6775082945823669,0.6707699298858643,0.5356220006942749
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5061056.flac,0.6668946743011475,0.6921443939208984,0.9816915392875671
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0014.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,0.7088990807533264,0.6986218690872192,0.49518293142318726
data/raw/gtzan_unique_v2/pop.00019.wav,0.7328396439552307,0.7023210525512695,0.35982370376586914
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0103.wav,0.698758602142334,0.7145546674728394,0.8326385617256165
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0004.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0295.wav,0.6234728693962097,0.6400086283683777,0.9203243255615234
data/raw/gtzan_unique_v2/country.00060.wav,0.6836198568344116,0.6663162708282471,0.49652424454689026
