task,epoch,split,train_loss,file_eer,voice_eer,music_eer,voice_auc,music_auc,ads,cps,score,total
music,1,val_a,0.5598365835686947,0.34705989220614064,0.5682943080144679,0.09473946646721515,0.05812762142605577,0.989247311827957,0.6843893523538715,0.5236874666270064,0.668319163781185,0.668319163781185
music,1,val_b,0.5598365835686947,0.34623473541383987,0.4923004027481639,0.19336219336219335,0.11791907514450867,0.9618137900746597,0.6704138937347892,0.5398664326095842,0.6573591476222687,0.6573591476222687
music,1,val_c,0.5598365835686947,0.34154151274753225,0.5821118091249444,0.08156735643646641,0.047529856241795544,0.9895154234752913,0.688336674870305,0.5185226398585434,0.6713552713691289,0.6713552713691289
music,1,val_d,0.5598365835686947,0.34154151274753225,0.504061171394124,0.06315964431147678,0.06569974065891845,0.9905314255072954,0.709469116053966,0.5281155830831069,0.6913337627568801,0.6913337627568801
music,2,val_a,0.4547038271706155,0.23455762126809182,0.6463449457452883,0.03157982215573839,0.02966413729068613,0.9894872011966246,0.7439782535701749,0.5095756692436554,0.720537995137523,0.720537995137523
music,2,val_b,0.4547038271706155,0.31429217548620536,0.5653281212982706,0.11075036075036074,0.11009337483325925,0.9651734738691261,0.696563179772135,0.5376334243511927,0.6806702042300408,0.6806702042300408
music,2,val_c,0.4547038271706155,0.244110700660086,0.6406497874230599,0.0473697332336076,0.030176415970287838,0.9902774249992945,0.7356037722152627,0.5102269204847911,0.7130660870422155,0.7130660870422155
music,2,val_d,0.4547038271706155,0.2852903772785078,0.5349641474712863,0.049987534280728024,0.02958409374699837,0.9915192052606328,0.7353657215822704,0.5105516495038156,0.7128843143744249,0.7128843143744249
music,3,val_a,0.41955611046324387,0.20441470356688668,0.7243955834761089,0.01578991107786922,0.05278071270771299,0.9924787627353033,0.7481765581979741,0.5226297377215081,0.7256218761503276,0.7256218761503276
music,3,val_b,0.41955611046324387,0.24924242424242424,0.6038261075574509,0.11075036075036074,0.15286794130724765,0.9746596398770312,0.7213884581421894,0.5637637905921394,0.7056259913871845,0.7056259913871845
music,3,val_c,0.41955611046324387,0.244110700660086,0.6991877657211751,0.01578991107786922,0.052572599494124794,0.9932972088166399,0.7333701232023613,0.5229349041553824,0.7123266012976633,0.7123266012976633
music,3,val_d,0.41955611046324387,0.3169169745049355,0.5959293102354211,0.002617801047120419,0.05345307847469023,0.9944543222419778,0.7215703103863119,0.523953700358334,0.7018086493835142,0.7018086493835142
music,4,val_a,0.4202113725403522,0.21948616241748925,0.6154419696681261,0.01578991107786922,0.04885857906701244,0.9920836508339683,0.7624315515342693,0.5204711149504904,0.7382355078758914,0.7382355078758914
music,4,val_b,0.4202113725403522,0.23571913161465397,0.5230987917555081,0.10245310245310246,0.14590929301911962,0.9717391304347827,0.7467847451056406,0.5588242117269512,0.7279886917677717,0.7279886917677717
music,4,val_c,0.4202113725403522,0.2385923212014776,0.6073196268798782,0.01578991107786922,0.048218230717510316,0.9930432083086388,0.7545029406999249,0.5206307195130746,0.7311157185812398,0.7311157185812398
music,4,val_d,0.4202113725403522,0.3169169745049355,0.5739894663366965,0.01840771212498964,0.04895463131943778,0.9922247622273023,0.7212213058426961,0.5205896967733701,0.7011581449357634,0.7011581449357634
music,5,val_a,0.40464238283482,0.23455762126809182,0.6349546291008312,0.03157982215573839,0.06136138059104153,0.9936217650213077,0.7462563168990664,0.5274915728061746,0.7243798424897772,0.7243798424897772
music,5,val_b,0.40464238283482,0.2842152872003618,0.5384979862591803,0.11075036075036074,0.15460204535349042,0.9802810715854193,0.7169676509228748,0.5674415584694549,0.7020150416775328,0.7020150416775328
music,5,val_c,0.40464238283482,0.24962908011869436,0.6211371279903547,0.03157982215573839,0.05939230941632249,0.9939463212259758,0.7414840876958604,0.5266693153211491,0.7200026104583892,0.7200026104583892
music,5,val_d,0.40464238283482,0.2606658390359111,0.6016244685576495,0.002617801047120419,0.06437101783370153,0.9940168769226427,0.7485568464563783,0.5291939473781722,0.7266205565485577,0.7266205565485577
music,6,val_a,0.3884852403338919,0.21948616241748925,0.6544672885335364,0.002617801047120419,0.06028879710562546,0.9936217650213078,0.7585781207704119,0.5269552810634667,0.7354158367997174,0.7354158367997174
music,6,val_b,0.3884852403338919,0.23082315694255995,0.5384979862591803,0.09090909090909093,0.16654068474877726,0.9811155028546332,0.7496160970041567,0.5738280938017053,0.7320372966839115,0.7320372966839115
music,6,val_c,0.3884852403338919,0.22903924180948343,0.6325274446348119,0.013172110030748802,0.05870393494060769,0.9942567662913104,0.7550232571590713,0.5264803506159591,0.73216896650476,0.73216896650476
music,6,val_d,0.3884852403338919,0.2742536183612911,0.6073196268798782,0.0,0.06449908750360196,0.9941156548979764,0.7414092654433788,0.5293073712007892,0.7201990760191198,0.7201990760191198
music,7,val_a,0.38503800855672105,0.20441470356688668,0.6406497874230599,0.01578991107786922,0.06140940671725418,0.9928597634973048,0.764925717408584,0.5271345851072795,0.7411466041784536,0.7411466041784536
music,7,val_b,0.38503800855672105,0.21240388964269563,0.5384979862591803,0.09920634920634919,0.15778123610493552,0.978151075977163,0.7563365531649113,0.5679661560410493,0.7374995134525251,0.7374995134525251
music,7,val_c,0.38503800855672105,0.21948616241748925,0.6268322863125833,0.01578991107786922,0.058287708513431305,0.9939322100866425,0.760153488205378,0.5261099593000369,0.736749135314844,0.736749135314844
music,7,val_d,0.38503800855672105,0.25918215951068857,0.6154419696681261,0.01578991107786922,0.06385873915409984,0.9931702085626394,0.7425835529876696,0.5285144738583696,0.7211766450747397,0.7211766450747397
music,8,val_a,0.3801937461533445,0.20293102404166413,0.6073196268798782,0.01840771212498964,0.06573175807639355,0.9923094290633027,0.7715482489656953,0.5290205935698481,0.7472954834261105,0.7472954834261105
music,8,val_b,0.3801937461533445,0.21729986431478965,0.5076995972518361,0.09920634920634919,0.16233881725211205,0.9768774703557312,0.7600482436303332,0.5696081438039217,0.741004233647692,0.741004233647692
music,8,val_c,0.3801937461533445,0.2139677829588809,0.6154419696681261,0.01578991107786922,0.06116927608619088,0.9935653204639743,0.7651907412635736,0.5273672982750826,0.7414083969647244,0.7414083969647244
music,8,val_d,0.3801937461533445,0.2647005389692969,0.6073196268798782,0.03157982215573839,0.06741267249383665,0.992902096915305,0.7367118584926544,0.5301573847045709,0.716056411113846,0.716056411113846
