path,component_fake,file_fake,component_present
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0411.wav|data/raw/gtzan_unique_v2/metal.00042.wav,0.7327383160591125,0.7168868780136108,0.8973701000213623
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0013.flac|data/raw/gtzan_unique_v2/rock.00084.wav,0.6939991116523743,0.7022521495819092,0.9048030972480774
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0023.flac,0.6473720073699951,0.6887168288230896,0.9741787910461426
data/raw/gtzan_unique_v2/reggae.00053.wav,0.6488897800445557,0.672075629234314,0.840858519077301
data/raw/gtzan_unique_v2/rock.00057.wav,0.6749870181083679,0.6751049757003784,0.4610764980316162
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0018.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,0.6831302046775818,0.7234997153282166,0.9808192253112793
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0389.wav,0.6545438766479492,0.6981137990951538,0.9799851179122925
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0032.wav,0.6754767298698425,0.715644121170044,0.9716668725013733
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0012.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0157.wav,0.6902036070823669,0.723129153251648,0.7741082310676575
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0095.wav,0.6742768287658691,0.7057856321334839,0.9749953746795654
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data/raw/gtzan_unique_v2/jazz.00078.wav,0.6817691326141357,0.6955119371414185,0.7607635855674744
data\raw\fake_music_generated\fake_music_AudioLDM2_0053.wav,0.6919332146644592,0.7116042971611023,0.6243525743484497
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0347.wav|data/raw/gtzan_unique_v2/jazz.00099.wav,0.643945574760437,0.6514571905136108,0.5906674861907959
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302196-0006.flac|data/raw/gtzan_unique_v2/rock.00006.wav,0.6837498545646667,0.6875351667404175,0.4720902442932129
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044.wav,0.7308167815208435,0.7596011161804199,0.9824363589286804
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0248.wav,0.7489784955978394,0.7876332402229309,0.9913583993911743
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0015.flac,0.7290949821472168,0.7455644607543945,0.9832116365432739
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0007.flac|data/raw/gtzan_unique_v2/pop.00089.wav,0.6382549405097961,0.6541285514831543,0.7632539868354797
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9457505.flac|data/raw/gtzan_unique_v2/blues.00062.wav,0.6422486901283264,0.6582304239273071,0.6247196197509766
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0028.flac,0.681887686252594,0.7200149893760681,0.9505907893180847
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0031.wav,0.722350001335144,0.7566088438034058,0.9764953851699829
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0343.wav|data/raw/gtzan_unique_v2/metal.00086.wav,0.7001864910125732,0.6901777982711792,0.7037839293479919
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF7_2.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,0.7261542081832886,0.7608758211135864,0.985763430595398
data/raw/gtzan_unique_v2/reggae.00013.wav,0.6551315784454346,0.6763566732406616,0.7121918797492981
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0113.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0043.wav,0.672532856464386,0.7042480707168579,0.8422792553901672
data/raw/gtzan_unique_v2/pop.00011.wav,0.6474852561950684,0.6705026626586914,0.683985710144043
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0043.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0147.wav,0.6986026763916016,0.7153040170669556,0.609171986579895
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0014.flac,0.6541991829872131,0.6941754817962646,0.972605288028717
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/jazz.00091.wav,0.6574369668960571,0.6575818061828613,0.5024992823600769
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0176.wav|data/raw/gtzan_unique_v2/pop.00020.wav,0.70116126537323,0.6872352361679077,0.800452470779419
data\raw\fake_music_generated\fake_music_MusicGen_0082.wav,0.6930139660835266,0.7140167951583862,0.63117915391922
data/raw/gtzan_unique_v2/disco.00093.wav,0.6846216320991516,0.6807266473770142,0.46027395129203796
data\raw\fake_music_generated\fake_music_MusicGen_0104.wav,0.6903288960456848,0.7113184332847595,0.6279667615890503
data/raw/gtzan_unique_v2/country.00036.wav,0.6373821496963501,0.6581896543502808,0.8499388694763184
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav|data/raw/gtzan_unique_v2/pop.00013.wav,0.7104070782661438,0.6910073757171631,0.869177520275116
data\raw\fake_music_generated\fake_music_AudioLDM2_0167.wav,0.6891615390777588,0.7076993584632874,0.6089458465576172
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/reggae.00019.wav,0.6734921336174011,0.6925196647644043,0.6847804188728333
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0306.wav,0.716335654258728,0.7532683610916138,0.976662278175354
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0241.wav,0.7708454132080078,0.7855147123336792,0.9880324006080627
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8700513.flac|data/raw/gtzan_unique_v2/disco.00090.wav,0.6599758863449097,0.6526275277137756,0.5682908892631531
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,0.6843426823616028,0.717837929725647,0.8455405235290527
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data/raw/gtzan_unique_v2/jazz.00001.wav,0.7708454132080078,0.7188511490821838,0.8038374781608582
data/raw/gtzan_unique_v2/blues.00025.wav,0.6510426998138428,0.6775157451629639,0.7097899317741394
data/raw/gtzan_unique_v2/pop.00081.wav,0.6651542782783508,0.6754387617111206,0.562059760093689
