path,component_fake,file_fake,component_present
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0411.wav|data/raw/gtzan_unique_v2/metal.00042.wav,0.2074195146560669,0.19979456067085266,0.7161216735839844
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0013.flac|data/raw/gtzan_unique_v2/rock.00084.wav,0.07424412667751312,0.06682746857404709,0.7669713497161865
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0023.flac,0.25954487919807434,0.2388596087694168,0.17929700016975403
data/raw/gtzan_unique_v2/reggae.00053.wav,0.00034916886943392456,0.00027886658790521324,0.9993863701820374
data/raw/gtzan_unique_v2/rock.00057.wav,0.000923636369407177,0.0007396099390462041,0.9993165135383606
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0018.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,0.18210217356681824,0.16308799386024475,0.24321451783180237
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0389.wav,0.2956763505935669,0.2743263244628906,0.1438247710466385
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0032.wav,0.19402863085269928,0.1777133047580719,0.2918487787246704
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0012.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0157.wav,0.99940025806427,0.9993064403533936,0.9992467761039734
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0095.wav,0.3587130606174469,0.34231308102607727,0.6240513324737549
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data/raw/gtzan_unique_v2/jazz.00078.wav,0.08543654531240463,0.07895230501890182,0.8151132464408875
data\raw\fake_music_generated\fake_music_AudioLDM2_0053.wav,0.9998290538787842,0.999790608882904,0.9998348951339722
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0347.wav|data/raw/gtzan_unique_v2/jazz.00099.wav,6.769239007553551e-06,4.717719548352761e-06,0.9999977946281433
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302196-0006.flac|data/raw/gtzan_unique_v2/rock.00006.wav,0.0016169353621080518,0.001354372943751514,0.9984248280525208
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044.wav,0.3735356628894806,0.35971635580062866,0.14787276089191437
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0248.wav,0.4730144739151001,0.4659580886363983,0.11252529919147491
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0015.flac,0.38178926706314087,0.36544114351272583,0.11010666936635971
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0007.flac|data/raw/gtzan_unique_v2/pop.00089.wav,0.005451783537864685,0.004575738217681646,0.9801096320152283
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9457505.flac|data/raw/gtzan_unique_v2/blues.00062.wav,0.0003777294768951833,0.00030407277517952025,0.999708354473114
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0028.flac,0.3224135637283325,0.30257678031921387,0.14845101535320282
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0031.wav,0.33115828037261963,0.316530704498291,0.1923425942659378
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0343.wav|data/raw/gtzan_unique_v2/metal.00086.wav,0.08332684636116028,0.07685636729001999,0.7985149025917053
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF7_2.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,0.16065667569637299,0.1488456428050995,0.41183245182037354
data/raw/gtzan_unique_v2/reggae.00013.wav,0.0011181782465428114,0.0008980014245025814,0.997786283493042
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0113.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0043.wav,0.9991260766983032,0.9989967346191406,0.9992967844009399
data/raw/gtzan_unique_v2/pop.00011.wav,1.06942025013268e-05,6.943985681573395e-06,0.9999997019767761
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0043.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0147.wav,0.9997076988220215,0.9996488094329834,0.9995777606964111
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0014.flac,0.2122444063425064,0.19018056988716125,0.16535460948944092
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/jazz.00091.wav,0.000143399927765131,0.00010266432218486443,0.9999995231628418
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0176.wav|data/raw/gtzan_unique_v2/pop.00020.wav,0.11371231079101562,0.10536320507526398,0.7522028088569641
data\raw\fake_music_generated\fake_music_MusicGen_0082.wav,0.9998506307601929,0.9998157620429993,0.9998608827590942
data/raw/gtzan_unique_v2/disco.00093.wav,0.0007669139304198325,0.000615921278949827,0.9992931485176086
data\raw\fake_music_generated\fake_music_MusicGen_0104.wav,0.9999392032623291,0.9999227523803711,0.9999581575393677
data/raw/gtzan_unique_v2/country.00036.wav,2.2180004179972457e-06,1.5568243725283537e-06,0.9999993443489075
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav|data/raw/gtzan_unique_v2/pop.00013.wav,0.08653195202350616,0.08046992868185043,0.8014101982116699
data\raw\fake_music_generated\fake_music_AudioLDM2_0167.wav,0.999964714050293,0.9999544620513916,0.9999685287475586
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/reggae.00019.wav,0.00026034426991827786,0.00019926988170482218,0.9993725419044495
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0306.wav,0.3835749328136444,0.3675805330276489,0.2640349268913269
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0241.wav,0.42889535427093506,0.4106699526309967,0.11817139387130737
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8700513.flac|data/raw/gtzan_unique_v2/disco.00090.wav,0.00014595971151720732,0.00011179670400451869,0.9998500943183899
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,0.5852235555648804,0.5787253975868225,0.7226637005805969
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data/raw/gtzan_unique_v2/jazz.00001.wav,0.23349252343177795,0.22565047442913055,0.7035451531410217
data/raw/gtzan_unique_v2/blues.00025.wav,0.0011577665572986007,0.0009406019235029817,0.9985573291778564
data/raw/gtzan_unique_v2/pop.00081.wav,0.000811900245025754,0.0006569537799805403,0.9992015957832336
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5061056.flac,0.34490716457366943,0.31423383951187134,0.06104223057627678
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0014.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,0.9997525811195374,0.9996998310089111,0.9997492432594299
data/raw/gtzan_unique_v2/pop.00019.wav,0.003987017087638378,0.003320666030049324,0.9952008128166199
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0103.wav,0.9990606307983398,0.9989182949066162,0.9993577003479004
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0004.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0295.wav,0.9786757826805115,0.9763117432594299,0.9771854281425476
data/raw/gtzan_unique_v2/country.00060.wav,1.8600253497425001e-06,1.2010119689875864e-06,0.9999998211860657
data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,0.9997525811195374,0.9996991157531738,0.9997774958610535
data/raw/gtzan_unique_v2/rock.00076.wav,7.836076110834256e-05,5.781771324109286e-05,0.9999334216117859
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044.wav|data/raw/gtzan_unique_v2/pop.00073.wav,0.00023961154511198401,0.00018324784468859434,0.9998431205749512
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ042-0239.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0011.wav,0.6420654654502869,0.6353439092636108,0.619323194026947
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0063.wav|data/raw/gtzan_unique_v2/disco.00019.wav,0.000110618319013156,8.275396248791367e-05,0.9998194575309753
data/raw/gtzan_unique_v2/hiphop.00021.wav,0.004556311294436455,0.003773873671889305,0.9962880611419678
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0007.flac,0.3284461796283722,0.3073928952217102,0.11576081067323685
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0343.wav|data/raw/gtzan_unique_v2/metal.00086.wav,0.0044356235302984715,0.003725583665072918,0.9963201880455017
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044_WF3_1.wav|data\raw\fake_music_generated\fake_music_MusicGen_0122.wav,0.9991704225540161,0.9990452527999878,0.9981666803359985
data/raw/gtzan_unique_v2/blues.00062.wav,0.0018791751936078072,0.0015735137276351452,0.9990951418876648
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0015.flac|data/raw/gtzan_unique_v2/pop.00054.wav,0.0221621785312891,0.01925005577504635,0.990761935710907
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6556926.flac,0.36183062195777893,0.3317298889160156,0.0685051754117012
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0029.flac|data/raw/gtzan_unique_v2/metal.00039.wav,0.12086766958236694,0.11180810630321503,0.7300035357475281
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0001.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0157.wav,0.32813167572021484,0.31279969215393066,0.15289396047592163
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-304647-0013.flac|data/raw/gtzan_unique_v2/metal.00050.wav,0.000505791453178972,0.0003955074935220182,0.9993351101875305
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0269_WF1_1.wav|data/raw/gtzan_unique_v2/rock.00006.wav,0.00014662413741461933,0.0001128359290305525,0.9998275637626648
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0066.flac|data/raw/gtzan_unique_v2/country.00036.wav,0.0003602229116950184,0.00029014237225055695,0.9993835091590881
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0026.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0175.wav,0.6477248072624207,0.6389995813369751,0.6009711027145386
data/raw/gtzan_unique_v2/disco.00067.wav,0.00024845803272910416,0.00019673023780342191,0.9996561408042908
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0014.flac,0.07354651391506195,0.06623049825429916,0.6730499863624573
data/raw/gtzan_unique_v2/rock.00086.wav,0.0004190287145320326,0.00032974808709695935,0.9994894862174988
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0113.wav,0.34782546758651733,0.33222076296806335,0.12795592844486237
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0411.wav|data/raw/gtzan_unique_v2/reggae.00060.wav,0.01242212112993002,0.010496153496205807,0.9976072311401367
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0242.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0263.wav,0.9995540976524353,0.9994686841964722,0.9995890855789185
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0032_WF1_1.wav|data/raw/gtzan_unique_v2/metal.00086.wav,0.000406737148296088,0.0003169603878632188,0.9996838569641113
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7598099.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0241.wav,0.9975298047065735,0.997205913066864,0.9975033402442932
