path,split,calibration_fold,source,generator,data_role,y_file_fake,y_voice_fake,y_music_fake,y_voice_present,y_music_present,df,df_primary,df_second,df_has_second,df_used,duration_sec,vf,mf,vfile,mfile,vp_model,mp_model,vp_panns,mp_panns
data\raw\public_v9\mlaad_tiny\fake\en\Cartesia.ai (Sonic-3)\dorothy_and_wizard_oz_06_f000040.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Cartesia.ai (Sonic-3),val_b_unseen_generator,1,1,0,1,0,0.9993814481388468,0.9993814481388468,,False,True,11.477125,0.7912576794624329,0.5372101664543152,0.7979656457901001,0.5485857129096985,0.9900355935096741,0.08947671949863434,0.7551146745681763,0.025584213435649872
data\raw\public_v9\mlaad_tiny\fake\en\Cartesia.ai (Sonic-3)\dorothy_and_wizard_oz_12_f000027.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Cartesia.ai (Sonic-3),val_b_unseen_generator,1,1,0,1,0,0.5721955471851493,0.5721955471851493,,False,True,8.27275,0.8235677480697632,0.47273409366607666,0.8093061447143555,0.4772656559944153,0.9908140897750854,0.09215083718299866,0.7468838691711426,0.02190076932311058
data\raw\public_v9\mlaad_tiny\fake\en\Cartesia.ai (Sonic-3)\emerald_city_of_oz_09_f000109.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Cartesia.ai (Sonic-3),val_b_unseen_generator,1,1,0,1,0,0.9985885514722315,0.9985885514722315,,False,True,5.0684375,0.7935765981674194,0.5492628216743469,0.7975025773048401,0.5647075176239014,0.9780162572860718,0.11086097359657288,0.7167165279388428,0.02814933843910694
data\raw\public_v9\mlaad_tiny\fake\en\Cartesia.ai (Sonic-3)\emerald_city_of_oz_10_f000117.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Cartesia.ai (Sonic-3),val_b_unseen_generator,1,1,0,1,0,0.9990569431713718,0.9990569431713718,,False,True,6.3223125,0.7953271269798279,0.7063940763473511,0.7968445420265198,0.7132596373558044,0.977220356464386,0.26043328642845154,0.7366762161254883,0.03652215749025345
data\raw\public_v9\mlaad_tiny\fake\en\Cartesia.ai (Sonic-3)\emerald_city_of_oz_12_f000086.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Cartesia.ai (Sonic-3),val_b_unseen_generator,1,1,0,1,0,0.9978063387342729,0.9978063387342729,,False,True,8.3191875,0.7403224110603333,0.6347130537033081,0.7437386512756348,0.643545389175415,0.9342427253723145,0.1227286159992218,0.7429484724998474,0.02330860123038292
data\raw\public_v9\mlaad_tiny\fake\en\Cartesia.ai (Sonic-3)\emerald_city_of_oz_22_f000076.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Cartesia.ai (Sonic-3),val_b_unseen_generator,1,1,0,1,0,0.9998326840632149,0.9998326840632149,,False,True,5.114875,0.8014615774154663,0.4817678928375244,0.8032416701316833,0.49194541573524475,0.9483029246330261,0.06781259179115295,0.7716256380081177,0.029922351241111755
data\raw\public_v9\mlaad_tiny\fake\en\Cartesia.ai (Sonic-3)\emerald_city_of_oz_29_f000057.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Cartesia.ai (Sonic-3),val_b_unseen_generator,1,1,0,1,0,0.29253446815737066,0.29253446815737066,,False,True,6.3223125,0.7519985437393188,0.5804114937782288,0.7638856768608093,0.5925561785697937,0.9701206684112549,0.04540838673710823,0.7447971105575562,0.01987954042851925
data\raw\public_v9\mlaad_tiny\fake\en\Cartesia.ai (Sonic-3)\hunters_space_02_f000038.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Cartesia.ai (Sonic-3),val_b_unseen_generator,1,1,0,1,0,0.9992742136428674,0.9992742136428674,,False,True,9.758875,0.787614643573761,0.5074609518051147,0.7568789720535278,0.5108814239501953,0.9848969578742981,0.06122543662786484,0.6899946928024292,0.019178247079253197
data\raw\public_v9\mlaad_tiny\fake\en\Cartesia.ai (Sonic-3)\hunters_space_12_f000054.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Cartesia.ai (Sonic-3),val_b_unseen_generator,1,1,0,1,0,0.9965036734593166,0.9965036734593166,,False,True,4.1860625,0.736943781375885,0.5364641547203064,0.745899498462677,0.5495091676712036,0.8550904393196106,0.05928763374686241,0.7575322985649109,0.026306277140975
data\raw\public_v9\mlaad_tiny\fake\en\Cartesia.ai (Sonic-3)\jane_eyre_01_f000012.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Cartesia.ai (Sonic-3),val_b_unseen_generator,1,1,0,1,0,0.9994622140847769,0.9994622140847769,,False,True,2.8393125,0.7232841849327087,0.44983038306236267,0.7345426678657532,0.44542717933654785,0.9861963391304016,0.055161044001579285,0.7453765869140625,0.0251325536519289
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\dorothy_and_wizard_oz_03_f000061.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,1,1,0,1,0,0.9967607090138778,0.9967607090138778,,False,True,8.56,0.7654205560684204,0.6985312700271606,0.7693389058113098,0.7081699371337891,0.9780973196029663,0.1088518276810646,0.7366688251495361,0.030817978084087372
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\dorothy_and_wizard_oz_11_f000069.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,1,1,0,1,0,0.8998352061018292,0.8998352061018292,,False,True,9.04,0.7534788250923157,0.303020179271698,0.7530412077903748,0.2938913106918335,0.9544986486434937,0.09859253466129303,0.6879069805145264,0.018596403300762177
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\emerald_city_of_oz_10_f000012.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,1,1,0,1,0,0.19293539426019696,0.19293539426019696,,False,True,5.16,0.757781982421875,0.3053056597709656,0.7647491097450256,0.2994650602340698,0.9824655055999756,0.17759090662002563,0.6921812891960144,0.028138164430856705
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\emerald_city_of_oz_10_f000046.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,1,1,0,1,0,0.3608469317787904,0.3608469317787904,,False,True,6.44,0.7467849850654602,0.26531627774238586,0.7564482092857361,0.2560631036758423,0.9752150774002075,0.1455233246088028,0.7565012574195862,0.029331862926483154
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\emerald_city_of_oz_10_f000072.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,1,1,0,1,0,0.2670678021969809,0.2670678021969809,,False,True,1.32,0.6421647667884827,0.31953296065330505,0.6686643362045288,0.2965487241744995,0.9662187695503235,0.0567573718726635,0.8667007684707642,0.03600889444351196
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\emerald_city_of_oz_14_f000041.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,1,1,0,1,0,0.0846217937475499,0.0846217937475499,,False,True,6.08,0.793695330619812,0.5460591912269592,0.7978471517562866,0.5596827864646912,0.987117350101471,0.11888161301612854,0.8245059847831726,0.03096495009958744
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\emerald_city_of_oz_23_f000030.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,1,1,0,1,0,0.8687691204998144,0.8687691204998144,,False,True,4.0,0.7362594604492188,0.3007081151008606,0.7447121739387512,0.29513314366340637,0.9479970932006836,0.1456478238105774,0.7601567506790161,0.02868369221687317
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\emerald_city_of_oz_29_f000051.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,1,1,0,1,0,0.9794500145951671,0.9794500145951671,,False,True,8.28,0.7500254511833191,0.21327823400497437,0.750032901763916,0.20796409249305725,0.9378361701965332,0.2472086250782013,0.6964625120162964,0.020193593576550484
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\jane_eyre_03_f000165.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,1,1,0,1,0,0.9994767326766757,0.9994767326766757,,False,True,5.12,0.7436671853065491,0.7801963090896606,0.7512977123260498,0.786736249923706,0.9540066123008728,0.2022312730550766,0.7668173313140869,0.01846785843372345
data\raw\public_v9\mlaad_tiny\fake\en\DeepGram\jane_eyre_03_f000179.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::DeepGram,val_b_unseen_generator,1,1,0,1,0,0.9985383571018907,0.9985383571018907,,False,True,10.28,0.7763250470161438,0.708297848701477,0.7649732232093811,0.7165411710739136,0.9613302946090698,0.15046361088752747,0.7215102910995483,0.024711480364203453
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\emerald_city_of_oz_06_f000048.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,1,1,0,1,0,0.9971267828940378,0.9971267828940378,,False,True,11.3520625,0.7606581449508667,0.26506441831588745,0.7611874341964722,0.26022088527679443,0.9589176177978516,0.1611599177122116,0.7091241478919983,0.019874349236488342
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\emerald_city_of_oz_12_f000118.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,1,1,0,1,0,0.9991113110706317,0.9991113110706317,,False,True,6.0,0.8178790807723999,0.42860519886016846,0.822502076625824,0.4315131902694702,0.9905087947845459,0.05691574886441231,0.693698525428772,0.0182170569896698
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\emerald_city_of_oz_19_f000080.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,1,1,0,1,0,0.999422713522769,0.999422713522769,,False,True,8.4480625,0.8200035095214844,0.48092132806777954,0.8156840205192566,0.48867514729499817,0.9925702810287476,0.04944445937871933,0.7042032480239868,0.014719726517796516
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\emerald_city_of_oz_23_f000060.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,1,1,0,1,0,0.9997574547644478,0.9997574547644478,,False,True,7.4160625,0.7550045847892761,0.43431156873703003,0.7596118450164795,0.439187616109848,0.9481279850006104,0.09079642593860626,0.677808403968811,0.021724369376897812
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\hunters_space_13_f000101.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,1,1,0,1,0,0.9876196571822139,0.9876196571822139,,False,True,9.24,0.7981157898902893,0.5703153610229492,0.798274040222168,0.5853041410446167,0.9819245338439941,0.06471684575080872,0.6639038324356079,0.017482202500104904
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\jane_eyre_02_f000096.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,1,1,0,1,0,0.9997811243923727,0.9997811243923727,,False,True,6.1440625,0.7656503915786743,0.27087077498435974,0.768319308757782,0.2684040367603302,0.9419680833816528,0.1760496348142624,0.6660082340240479,0.023108523339033127
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\jane_eyre_04_f000070.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,1,1,0,1,0,0.9997613228124456,0.9997613228124456,,False,True,5.52,0.7669748663902283,0.34422993659973145,0.7673650979995728,0.3440752923488617,0.9424790143966675,0.08791903406381607,0.7515537738800049,0.024412594735622406
data\raw\public_v9\mlaad_tiny\fake\en\Edge-TTS\jane_eyre_08_f000086.wav,expanded_unseen,expanded_unseen,mlaad_tiny_matched,MLAAD::Edge-TTS,val_b_unseen_generator,1,1,0,1,0,0.9973136343492114,0.9973136343492114,,False,True,11.2080625,0.784760057926178,0.5175601840019226,0.7771850824356079,0.5291853547096252,0.9692593812942505,0.062154971063137054,0.6765792369842529,0.017806347459554672
