voice_alpha,voice_method,music_alpha,music_method,voice_affects_file,music_affects_file,deployable,robust_objective,joint_selection_objective,mean_total,worst_total,unseen_total,mean_ads,mean_file_eer,mean_voice_eer,worst_voice_eer,mean_music_eer,worst_music_eer,voice_unseen_eer,music_unseen_eer
0.0,probability,0.0,probability,False,False,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.0,probability,False,True,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.05,probability,False,False,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.05,probability,False,True,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.1,probability,False,False,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.1,probability,False,True,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.15,probability,False,False,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.15,probability,False,True,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.2,probability,False,False,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.2,probability,False,True,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.25,probability,False,False,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.25,probability,False,True,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.3,probability,False,False,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.3,probability,False,True,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.4,probability,False,False,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.4,probability,False,True,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.5,probability,False,False,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.5,probability,False,True,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.6,probability,False,False,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.6,probability,False,True,True,0.8987836100260416,0.876086027018229,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.30000000000000004
0.0,probability,0.75,probability,False,False,True,0.8987836100260416,0.8755235270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.3125
0.0,probability,0.75,probability,False,True,True,0.8987836100260416,0.8755235270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.3125
0.0,probability,1.0,probability,False,False,True,0.9007132975260417,0.877186808268229,0.9084684244791666,0.8873828125,0.9029557291666668,0.9015625,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.015625000000000014,0.02083333333333335,0.4,0.3125
0.0,probability,1.0,probability,False,True,True,0.9007132975260417,0.877186808268229,0.9084684244791666,0.8873828125,0.9029557291666668,0.9015625,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.015625000000000014,0.02083333333333335,0.4,0.3125
0.0,probability,0.0,logit,False,False,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.0,logit,False,True,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.05,logit,False,False,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.05,logit,False,True,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.1,logit,False,False,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.1,logit,False,True,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.15,logit,False,False,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.15,logit,False,True,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.2,logit,False,False,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.2,logit,False,True,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
0.0,probability,0.25,logit,False,False,True,0.8987836100260416,0.8715860270182291,0.9070621744791666,0.8873828125,0.8973307291666668,0.8999999999999999,0.12083333333333335,0.16666666666666669,0.20833333333333337,0.02083333333333335,0.02083333333333335,0.4,0.4
