audio_id,file_fake,canonical_test5_file_probability,f2_file_probability
5cae411321039205e5174508ad50b16a898b7c5451f3d5bc1552c2fdb59692dc,0,0.4262162005108834,0.4592301845550537
8b62287436a0966de76ff489f952159170bc703efe96fa18b2a21035053a38b3,1,0.7573825570477876,0.4718022346496582
219f99e786246bf6d082b2e155fb87ea8f0edcd57aedde147bc95edc355fbf16,0,0.5369809639600635,0.4621155187487602
3df57f3240ba03d7fa08de42359e550451d3e417faf94d152a136f60e1c153e8,1,0.8828042383017587,0.5870207250118256
f348a888289a3b8762e53f3059a2c557fc62bd9d1fcb4d27fe24f978476f56a8,0,0.5546189396637468,0.6174222826957703
72f6aa1b1e8517a5f5595c72726b8530659685d7df219bbe07aada915e456c0e,1,0.8132428231122663,0.5263317227363586
dc6da5ee4309c97c6daa2867b648bd5b540c56449c096a8814ee8b5731b30966,0,0.5556097643268839,0.3824630379676819
34b3482364208305f862027cabfb1a9bc004371b70b066afeff31ca25c051f29,1,0.8644589225217865,0.6053751111030579
5a5305da1c58b004657a5713f6787bddde9f3fa0261fe653e80f7f8b407d388e,0,0.2383261314501582,0.7047260701656342
197cd6c10e69a4ba5b365b88d6c05d4937cb77a38597fd4de0097eff44c83ad2,1,0.8456357512397172,0.6609866619110107
86e7cb91406c5024a88bf4a45278b10452612463bff2041e44726e4c5f0e2303,0,0.26785009653239444,0.6802238821983337
3741609df7e0595ed770ccad4f9a55be8c9f01bb2c29e890d93009c0d7afd9f1,1,0.8013936110648415,0.582205593585968
411d94a99179f3e472d5832edee58279a0b45dd1bedd2ceec5f292b205d3f3aa,0,0.2139080610282836,0.8407424986362457
0fb918b2424050c9a40db6be833d448bd4fd154fbde99933f0537e0d380986eb,1,0.9208996007245192,0.7600978910923004
7dc031d04409fcbf4c01cf4198bee09f81fa5ba858dd7f8f95c8c21cea1fca6d,0,0.3310534288499699,0.8174430727958679
a3238c9ee6f5d956b646f049457508d5f44aee1a6defa508b9ac5a8456c21fd9,1,0.8492828625913265,0.5937014818191528
b2cdaa03db42cd90426c85216555bf461693b334bd531adf417e8614e7346f94,0,0.45680506991189596,0.5301549434661865
5426839d27e632bff6ddc88b2389a55a220d31bb4fa03cf48bc8e3e6b3c5601b,1,0.6354375593870103,0.7776565551757812
b9a47c06111b2afd24317f18e83cf0b391befa776dd5e2660ad56967a0067be8,0,0.5794032068652952,0.33703458309173584
210793044f7e3dfec69abb1afde71318cff62f298bb10bb89b823a37822f776d,1,0.9197292340962021,0.743582010269165
cf300693c1030918b7eeb46cd3eaf9f771e017eaabb81684983384e70ed191e9,0,0.46313968127739186,0.7259703576564789
4f69034cbd1e222d53a5ca64ab0ca92e9932a0b8efebbe5e7636c5e5049bbfc8,1,0.7132205032402004,0.895037978887558
3552884eeeeac77b2f18daa57b16e1ccfd5c7c94446c0658dece6488cf463df2,0,0.43202849431907475,0.6300376653671265
251c84e64c6f5108913f29c7636ef9d5ec53e5ef295e2e5b2c469d292413cf2a,1,0.7415883804601291,0.5746936798095703
93e0b6007846e779d2d02618d4ad16b855379c2fd3209fce3e50dc42d6263b25,0,0.43978670122995933,0.569826066493988
df08bd2df60003a498b69512311c811d5e85591934a2c6726ab25b9009cbd34d,1,0.6981095126517491,0.7404599189758301
933fe0c2a0f395571a83247bd34ea7ca6555007c0104271b3774234c8affdaa7,0,0.5457458131055166,0.5944634228944778
d069d643b68113685c77971b643b74257506e97fab75e8a583e5b25ea1dd9084,1,0.7187667012492598,0.7463177442550659
1c7180b2004bd7287309662afa1b1ff2c5bb5c0e1e33e9c6b19208b2f448faf6,0,0.2955299046657169,0.7212903201580048
cfb84d7de21fb1dc195337d3ea5b1c234d41f0bce755eef8cffbae8be09c4b8e,1,0.7216004822256841,0.8949036002159119
2229d0a05cdf35f19f5e7ba19223b7017ff005c965253c8e3fd271ba267c8d4d,0,0.265974972045247,0.7491601705551147
982d64d3919e7e54be0c839df41761146a46b6b7f06ffcd53e2774f1b0629852,1,0.7200467504008894,0.8014288544654846
b968c79213291a09c0003a02380618af1089981a4b02a0ce06c0029d459c3911,0,0.48940440960361015,0.3303031921386719
34040ba0552a0197e1b823546a1cb9fd5ef6f7fdb441722f7f82791b4f3ac77e,1,0.8439836207298448,0.5254991054534912
2ed1d95e75b2dbe474c1a21550e1456e98eda005e445f0a9810934960d8e1e08,0,0.4883355990683343,0.5994557738304138
32112d53e2b1d6f2e97ff1b9ce27eed83fea99f9a9b56821bd0d182baa16c620,1,0.7477574054192679,0.4787895381450653
376aae5565113dced5e22c75c1e8502e6780037b6d435ae2c297b7fcce365ba7,0,0.5650577101881389,0.6111249625682831
64d30f14cc7cbe76cecc89f5039ec401b428ce978d558d7bc925fa1ae4bcf3f7,1,0.6866361189344619,0.6313427984714508
ab003f5a35cf80534e1789148d7e74c4fbd190b8cb227109e00cdde8ebee7a6a,0,0.5130559669174549,0.5337867140769958
e6f0ba7f927cad4a51c3f66528ef07778349708e4f7e9b48bc86564df6600f43,1,0.6532695456673447,0.8704448938369751
afe34aca112465a5f7dc5cdb9d8ba589f40361580c240f7fc37c3e921ba4f0d8,0,0.44172081024775717,0.4799918830394745
396eae42748f62c9ed080eea88d2cc3bcd82db32ca7e63fa661c2242fcc07332,1,0.7285947217735478,0.8797026872634888
ba1cd13c6d15a6675331b3a78906ee52f94c3497c7f9b60d5b1969f0d30cf21c,0,0.4067203243594927,0.42860063910484314
505788cbf28c96c3812943afdea934defed3ebe4ee3b2fbe4addd1879a4c4a24,1,0.6787420539292341,0.6252098679542542
e45a471c35ec2b368b0a18a31b8c1a6b0b8a188f16aa1df9b9756734549a694d,0,0.44842528164681045,0.22059887275099754
d880f814af16668433971a6fe1a1a1b94a91ac9947944dfbcb2414985ef99cd9,1,0.7768604543219407,0.5552569329738617
a5c3626384fdc6b4ace8a78872212d70d7f739c5b127e3ab153fddbe9d251378,0,0.3038744255333824,0.7121362686157227
5258ad3477dbe9b35bad344bf2352f97c9121d409c5862b3352de5ccc9596bab,1,0.8694231522464365,0.8468547463417053
ef5a901b0d2f812ccb21d43cd7b0e40d34897a25d10bc13c15f61f8592333e4a,0,0.43398945178325954,0.26955103874206543
dd7eb7ea3a907a269a9cc44e5c188abb4d39de0aea127530404cce0a9ac4d82e,1,0.765722887942464,0.8019435405731201
3e9537dd074dbe7975cdf6e2ee4d16c755756f821d9bded28a47d7d823e784d4,0,0.23982930777315656,0.845012903213501
fd66737fab9bbdbe1aec15e432c81f3b4005b5533b710b20a911a525eaee4259,1,0.788124650046089,0.3682660460472107
7ae0655b8b2e7befddde7728917ab7d58f7fc8ba906b097cb2dba25f1b743410,0,0.2903341927589685,0.7059875726699829
9fdf50ecccfd47060723f762eb6c7535f41a094b307b3bcbce94bb34fca0bd44,1,0.8498099281282259,0.4953216016292572
eb90d33d81791285ec6b274647e65333a269faedf3e3d8f5a69a4dc72ba2e766,0,0.5302917460620474,0.4304506182670593
b293da512a35afe0e43557bade7f8780e477e13efe65ea4d70a82d5de440c673,1,0.8154568552760024,0.6894512176513672
ec86d79543c650a544b498438b68d000efd05c2f2da49aa7ae52a1363afbc40b,0,0.48883611089968915,0.5867428779602051
3a90c64ea95367ad36986917a662b5e2e897f7f29f8f6121f12a95e9612f55c7,1,0.8660504061489124,0.7540296912193298
771e5fbf995a0c6940c0ab881b77fbfa2c27aef274cd2e9df48234a0caa0f54f,0,0.520830240257085,0.5165587961673737
133b886668095dd4e418143c215c646fd526d22f6ed34f4c5d37a688b376a553,1,0.7530696749965264,0.7035046815872192
