audio_id,file_fake,canonical_test5_file_probability,m2_file_probability
70b9cc0f4a771312e95c730cbc9b515a3005432c4dba394930b427c03a96e053,0,0.3459901214607659,0.6785959005355835
0ca3a6c63a2140c820c52486ff7b4530fe2a5eb37790b9108528b3d552e1a3b9,1,0.8124669865717621,0.7469361424446106
9415dc4cbfda4561d3e073e785550af4317cae3397a93ee07f151ea695814fd3,0,0.5018672605851702,0.2953425273299217
e81eb1ee34442369fe6272b7be63e0b06712d935d0465c48ada9c29676726c19,1,0.7921724961068106,0.8148358166217804
35d6f96ba2819a3512c4ce9eaf8225ef3dd150412dfc046663142ae141282730,0,0.4736882831197117,0.4194442331790924
65b7e8a3e7dcc527b51326be79bcefed189e1a6520a98a7146eaeea0817da3e8,1,0.8313644320948688,0.6848478317260742
1bbca5197ea16cf6c9d10606de01ae344e21ece0b428a164ba111f06e496531d,0,0.552532655475242,0.3674338161945343
0e907715cd059c78872c5692b85c4132d7a0b9113aa36485d7290b7e6394109e,1,0.7764275216320966,0.8437697887420654
4b236a84afa698c5bde3f033e74ebbd1c62ad0dc582a0102dc6e3aa886adf85c,0,0.429264529114098,0.31699834764003754
7f384defb0f9233a3ae27ff964e904ac572bd1ebecf836683b8b4f9d011a2e0c,1,0.8115179545926262,0.7165246307849884
357741b69cc29b65143d5456b61e4e4208563b6f295a9b5a3000f90727932272,0,0.5510160346045475,0.49565646052360535
0ce309f1a6bd6571808e8fa88d42da8f0b854946a2c087ef468b4b357d11eafd,1,0.8003815319689715,0.8923520445823669
6cd081fc10b2f04e0e30ff38a8f014cfb60aaeecd1769e506820abf13d682ccf,0,0.4772404054006405,0.573757529258728
c61de17f6c35c93a77c5a2abe62ec7f84a15920176f19ed01e4dc8e639cac2bd,1,0.8413775729037896,0.7109063267707825
9314c37edd89c6f85aedf80a32529b6b0e22e7a76918894bc270c3a13a7aefba,0,0.2778679585780376,0.6455614566802979
0670c80a597564341d18b9e124a2b8cdba6ccadf90a02f7aea183405aa675d32,1,0.8154708254806307,0.8518202006816864
730ea49d4ee5754106aa24dbb4376af60b23ee9d77c3fd43e3cee4aa2ff12d4b,0,0.3019544011749814,0.8202337324619293
