path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label,content_group,generator_family,competition_use_status,base_audio_id,base_voice_id,base_music_id,voice_content_group,music_content_group,voice_generator_family,music_generator_family,parent_real_id,parent_fake_id,augmentation,approval_basis,license_source,license_snapshot_sha256,reviewed_at,v13b_role,audio_sha256,source_path,source_audio_sha256,sample_rate,codec,extension,channel_policy,augment
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\5cae411321039205e5174508ad50b16a898b7c5451f3d5bc1552c2fdb59692dc.wav,0,0,0,1,0,mlaad::dorothy_and_wizard_oz_06,MLAAD_original,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,dorothy_and_wizard_oz_06_f000068,mlaad_tiny::en::dorothy_and_wizard_oz_06_f000068,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,M-AILABS original corpus license (see MLAAD LICENSE),YES,YES_WITH_NOTICE,NO_FOR_ORIGINAL_SUBSET,MLAAD-tiny-original,5cae411321039205e5174508ad50b16a898b7c5451f3d5bc1552c2fdb59692dc,mlaad_tiny::en::dorothy_and_wizard_oz_06_f000068,paired_core,not_applicable,not_applicable,dorothy_and_wizard_oz_06_f000068,MLAAD_original,APPROVED,dorothy_and_wizard_oz_06_f000068,dorothy_and_wizard_oz_06_f000068,ABSENT,dorothy_and_wizard_oz_06_f000068,ABSENT,MLAAD_original,ABSENT,dorothy_and_wizard_oz_06_f000068,ABSENT,none,"pinned source manifest records URL, revision, CC BY-NC 4.0, and competition-use review",data/public_v9/mlaad_tiny_manifest.csv,10a43f18db51d2afeafafb46b8f1bb3436434921b728dddb198ca852fd878d8b,2026-09-01,cal_v13b,f366ec323b2ff0a6a95d83e7c76e6d8ce8f41524c9f26f1fae1b783f55346696,C:\Users\lLrich\Desktop\보이스ai해커톤\data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_06_f000068.wav,5cae411321039205e5174508ad50b16a898b7c5451f3d5bc1552c2fdb59692dc,16000,PCM_S16LE,.wav,canonical16k_pcm16_label_independent_v1,none
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\8b62287436a0966de76ff489f952159170bc703efe96fa18b2a21035053a38b3.wav,1,1,0,1,0,mlaad::dorothy_and_wizard_oz_06,MLAAD::f5-tts,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,dorothy_and_wizard_oz_06_f000068,mlaad_tiny::en::dorothy_and_wizard_oz_06_f000068,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,8b62287436a0966de76ff489f952159170bc703efe96fa18b2a21035053a38b3,mlaad_tiny::en::dorothy_and_wizard_oz_06_f000068,paired_core,not_applicable,not_applicable,dorothy_and_wizard_oz_06_f000068,MLAAD::f5-tts,APPROVED,dorothy_and_wizard_oz_06_f000068,dorothy_and_wizard_oz_06_f000068,ABSENT,dorothy_and_wizard_oz_06_f000068,ABSENT,MLAAD::f5-tts,ABSENT,ABSENT,dorothy_and_wizard_oz_06_f000068,none,"pinned source manifest records URL, revision, CC BY-NC 4.0, and competition-use review",data/public_v9/mlaad_tiny_manifest.csv,10a43f18db51d2afeafafb46b8f1bb3436434921b728dddb198ca852fd878d8b,2026-09-01,cal_v13b,d4fc9b36f06502a50023cec801aa1f34298485a010b1bdd0331b9d2d63598ff5,C:\Users\lLrich\Desktop\보이스ai해커톤\data\raw\public_v9\mlaad_tiny\fake\en\f5-tts\dorothy_and_wizard_oz_06_f000068.wav,8b62287436a0966de76ff489f952159170bc703efe96fa18b2a21035053a38b3,16000,PCM_S16LE,.wav,canonical16k_pcm16_label_independent_v1,none
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\219f99e786246bf6d082b2e155fb87ea8f0edcd57aedde147bc95edc355fbf16.wav,0,0,0,1,0,mlaad::dorothy_and_wizard_oz_10,MLAAD_original,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,dorothy_and_wizard_oz_10_f000004,mlaad_tiny::en::dorothy_and_wizard_oz_10_f000004,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,M-AILABS original corpus license (see MLAAD LICENSE),YES,YES_WITH_NOTICE,NO_FOR_ORIGINAL_SUBSET,MLAAD-tiny-original,219f99e786246bf6d082b2e155fb87ea8f0edcd57aedde147bc95edc355fbf16,mlaad_tiny::en::dorothy_and_wizard_oz_10_f000004,paired_core,not_applicable,not_applicable,dorothy_and_wizard_oz_10_f000004,MLAAD_original,APPROVED,dorothy_and_wizard_oz_10_f000004,dorothy_and_wizard_oz_10_f000004,ABSENT,dorothy_and_wizard_oz_10_f000004,ABSENT,MLAAD_original,ABSENT,dorothy_and_wizard_oz_10_f000004,ABSENT,none,"pinned source manifest records URL, revision, CC BY-NC 4.0, and competition-use review",data/public_v9/mlaad_tiny_manifest.csv,10a43f18db51d2afeafafb46b8f1bb3436434921b728dddb198ca852fd878d8b,2026-09-01,cal_v13b,362b6e32af82fcb70d73cbf61324397abf3c500dbea2fc3f85fe9d3a48fded5e,C:\Users\lLrich\Desktop\보이스ai해커톤\data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_10_f000004.wav,219f99e786246bf6d082b2e155fb87ea8f0edcd57aedde147bc95edc355fbf16,16000,PCM_S16LE,.wav,canonical16k_pcm16_label_independent_v1,none
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\3df57f3240ba03d7fa08de42359e550451d3e417faf94d152a136f60e1c153e8.wav,1,1,0,1,0,mlaad::dorothy_and_wizard_oz_10,MLAAD::f5-tts,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,dorothy_and_wizard_oz_10_f000004,mlaad_tiny::en::dorothy_and_wizard_oz_10_f000004,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,3df57f3240ba03d7fa08de42359e550451d3e417faf94d152a136f60e1c153e8,mlaad_tiny::en::dorothy_and_wizard_oz_10_f000004,paired_core,not_applicable,not_applicable,dorothy_and_wizard_oz_10_f000004,MLAAD::f5-tts,APPROVED,dorothy_and_wizard_oz_10_f000004,dorothy_and_wizard_oz_10_f000004,ABSENT,dorothy_and_wizard_oz_10_f000004,ABSENT,MLAAD::f5-tts,ABSENT,ABSENT,dorothy_and_wizard_oz_10_f000004,none,"pinned source manifest records URL, revision, CC BY-NC 4.0, and competition-use review",data/public_v9/mlaad_tiny_manifest.csv,10a43f18db51d2afeafafb46b8f1bb3436434921b728dddb198ca852fd878d8b,2026-09-01,cal_v13b,acf9a35f5a0721a3e1d9935091b80e54257d75ddad09ca673363f69ae14a0dd2,C:\Users\lLrich\Desktop\보이스ai해커톤\data\raw\public_v9\mlaad_tiny\fake\en\f5-tts\dorothy_and_wizard_oz_10_f000004.wav,3df57f3240ba03d7fa08de42359e550451d3e417faf94d152a136f60e1c153e8,16000,PCM_S16LE,.wav,canonical16k_pcm16_label_independent_v1,none
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\f348a888289a3b8762e53f3059a2c557fc62bd9d1fcb4d27fe24f978476f56a8.wav,0,0,0,1,0,mlaad::dorothy_and_wizard_oz_14,MLAAD_original,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,dorothy_and_wizard_oz_14_f000043,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000043,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,M-AILABS original corpus license (see MLAAD LICENSE),YES,YES_WITH_NOTICE,NO_FOR_ORIGINAL_SUBSET,MLAAD-tiny-original,f348a888289a3b8762e53f3059a2c557fc62bd9d1fcb4d27fe24f978476f56a8,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000043,paired_core,not_applicable,not_applicable,dorothy_and_wizard_oz_14_f000043,MLAAD_original,APPROVED,dorothy_and_wizard_oz_14_f000043,dorothy_and_wizard_oz_14_f000043,ABSENT,dorothy_and_wizard_oz_14_f000043,ABSENT,MLAAD_original,ABSENT,dorothy_and_wizard_oz_14_f000043,ABSENT,none,"pinned source manifest records URL, revision, CC BY-NC 4.0, and competition-use review",data/public_v9/mlaad_tiny_manifest.csv,10a43f18db51d2afeafafb46b8f1bb3436434921b728dddb198ca852fd878d8b,2026-09-01,cal_v13b,d4de4076361d6e1f0fe20b86c2858096dadb6d0e545bd92dbac7a5a1513d6007,C:\Users\lLrich\Desktop\보이스ai해커톤\data\raw\public_v9\mlaad_tiny\original\en\dorothy_and_wizard_oz_14_f000043.wav,f348a888289a3b8762e53f3059a2c557fc62bd9d1fcb4d27fe24f978476f56a8,16000,PCM_S16LE,.wav,canonical16k_pcm16_label_independent_v1,none
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\72f6aa1b1e8517a5f5595c72726b8530659685d7df219bbe07aada915e456c0e.wav,1,1,0,1,0,mlaad::dorothy_and_wizard_oz_14,MLAAD::f5-tts,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,dorothy_and_wizard_oz_14_f000043,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000043,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,72f6aa1b1e8517a5f5595c72726b8530659685d7df219bbe07aada915e456c0e,mlaad_tiny::en::dorothy_and_wizard_oz_14_f000043,paired_core,not_applicable,not_applicable,dorothy_and_wizard_oz_14_f000043,MLAAD::f5-tts,APPROVED,dorothy_and_wizard_oz_14_f000043,dorothy_and_wizard_oz_14_f000043,ABSENT,dorothy_and_wizard_oz_14_f000043,ABSENT,MLAAD::f5-tts,ABSENT,ABSENT,dorothy_and_wizard_oz_14_f000043,none,"pinned source manifest records URL, revision, CC BY-NC 4.0, and competition-use review",data/public_v9/mlaad_tiny_manifest.csv,10a43f18db51d2afeafafb46b8f1bb3436434921b728dddb198ca852fd878d8b,2026-09-01,cal_v13b,4622fa48ac2c9ff74503da31967bdbdbaa07c9c6888c625b973acacace9e7728,C:\Users\lLrich\Desktop\보이스ai해커톤\data\raw\public_v9\mlaad_tiny\fake\en\f5-tts\dorothy_and_wizard_oz_14_f000043.wav,72f6aa1b1e8517a5f5595c72726b8530659685d7df219bbe07aada915e456c0e,16000,PCM_S16LE,.wav,canonical16k_pcm16_label_independent_v1,none
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\dc6da5ee4309c97c6daa2867b648bd5b540c56449c096a8814ee8b5731b30966.wav,0,0,0,1,0,mlaad::emerald_city_of_oz_25,MLAAD_original,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,emerald_city_of_oz_25_f000012,mlaad_tiny::en::emerald_city_of_oz_25_f000012,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,M-AILABS original corpus license (see MLAAD LICENSE),YES,YES_WITH_NOTICE,NO_FOR_ORIGINAL_SUBSET,MLAAD-tiny-original,dc6da5ee4309c97c6daa2867b648bd5b540c56449c096a8814ee8b5731b30966,mlaad_tiny::en::emerald_city_of_oz_25_f000012,paired_core,not_applicable,not_applicable,emerald_city_of_oz_25_f000012,MLAAD_original,APPROVED,emerald_city_of_oz_25_f000012,emerald_city_of_oz_25_f000012,ABSENT,emerald_city_of_oz_25_f000012,ABSENT,MLAAD_original,ABSENT,emerald_city_of_oz_25_f000012,ABSENT,none,"pinned source manifest records URL, revision, CC BY-NC 4.0, and competition-use review",data/public_v9/mlaad_tiny_manifest.csv,10a43f18db51d2afeafafb46b8f1bb3436434921b728dddb198ca852fd878d8b,2026-09-01,cal_v13b,8e9ddafe2bb90dfe03ace4691f123d3046f7250a55866b52f470e82a3cc01dce,C:\Users\lLrich\Desktop\보이스ai해커톤\data\raw\public_v9\mlaad_tiny\original\en\emerald_city_of_oz_25_f000012.wav,dc6da5ee4309c97c6daa2867b648bd5b540c56449c096a8814ee8b5731b30966,16000,PCM_S16LE,.wav,canonical16k_pcm16_label_independent_v1,none
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\34b3482364208305f862027cabfb1a9bc004371b70b066afeff31ca25c051f29.wav,1,1,0,1,0,mlaad::emerald_city_of_oz_25,MLAAD::f5-tts,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,emerald_city_of_oz_25_f000012,mlaad_tiny::en::emerald_city_of_oz_25_f000012,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,34b3482364208305f862027cabfb1a9bc004371b70b066afeff31ca25c051f29,mlaad_tiny::en::emerald_city_of_oz_25_f000012,paired_core,not_applicable,not_applicable,emerald_city_of_oz_25_f000012,MLAAD::f5-tts,APPROVED,emerald_city_of_oz_25_f000012,emerald_city_of_oz_25_f000012,ABSENT,emerald_city_of_oz_25_f000012,ABSENT,MLAAD::f5-tts,ABSENT,ABSENT,emerald_city_of_oz_25_f000012,none,"pinned source manifest records URL, revision, CC BY-NC 4.0, and competition-use review",data/public_v9/mlaad_tiny_manifest.csv,10a43f18db51d2afeafafb46b8f1bb3436434921b728dddb198ca852fd878d8b,2026-09-01,cal_v13b,188ab48d32cf2d766cf22f2de617d49652cb283006d2a5374ab4d60a8fd07ad8,C:\Users\lLrich\Desktop\보이스ai해커톤\data\raw\public_v9\mlaad_tiny\fake\en\f5-tts\emerald_city_of_oz_25_f000012.wav,34b3482364208305f862027cabfb1a9bc004371b70b066afeff31ca25c051f29,16000,PCM_S16LE,.wav,canonical16k_pcm16_label_independent_v1,none
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\5a5305da1c58b004657a5713f6787bddde9f3fa0261fe653e80f7f8b407d388e.wav,0,0,0,1,0,mlaad::hunters_space_05,MLAAD_original,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,hunters_space_05_f000015,mlaad_tiny::en::hunters_space_05_f000015,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,M-AILABS original corpus license (see MLAAD LICENSE),YES,YES_WITH_NOTICE,NO_FOR_ORIGINAL_SUBSET,MLAAD-tiny-original,5a5305da1c58b004657a5713f6787bddde9f3fa0261fe653e80f7f8b407d388e,mlaad_tiny::en::hunters_space_05_f000015,paired_core,not_applicable,not_applicable,hunters_space_05_f000015,MLAAD_original,APPROVED,hunters_space_05_f000015,hunters_space_05_f000015,ABSENT,hunters_space_05_f000015,ABSENT,MLAAD_original,ABSENT,hunters_space_05_f000015,ABSENT,none,"pinned source manifest records URL, revision, CC BY-NC 4.0, and competition-use review",data/public_v9/mlaad_tiny_manifest.csv,10a43f18db51d2afeafafb46b8f1bb3436434921b728dddb198ca852fd878d8b,2026-09-01,cal_v13b,afc40d76b5cc2b5c6998ffa7936329e1f0c671560f751fd4221766bcc1c6a103,C:\Users\lLrich\Desktop\보이스ai해커톤\data\raw\public_v9\mlaad_tiny\original\en\hunters_space_05_f000015.wav,5a5305da1c58b004657a5713f6787bddde9f3fa0261fe653e80f7f8b407d388e,16000,PCM_S16LE,.wav,canonical16k_pcm16_label_independent_v1,none
C:\Users\lLrich\ai_voice_data_v13b\processed\canonical16k_pcm16\mlaad_tiny_matched\197cd6c10e69a4ba5b365b88d6c05d4937cb77a38597fd4de0097eff44c83ad2.wav,1,1,0,1,0,mlaad::hunters_space_05,MLAAD::f5-tts,mlaad_tiny_matched,mlaad_tiny_matched,mueller91/MLAAD-tiny,hunters_space_05_f000015,mlaad_tiny::en::hunters_space_05_f000015,https://huggingface.co/datasets/mueller91/MLAAD-tiny,9143e5ea709575ebab6bec52840a1043aada7bb1,CC BY-NC 4.0,YES,YES_WITH_ATTRIBUTION_NONCOMMERCIAL,YES_NONCOMMERCIAL_ONLY,MLAAD-tiny-fake,197cd6c10e69a4ba5b365b88d6c05d4937cb77a38597fd4de0097eff44c83ad2,mlaad_tiny::en::hunters_space_05_f000015,paired_core,not_applicable,not_applicable,hunters_space_05_f000015,MLAAD::f5-tts,APPROVED,hunters_space_05_f000015,hunters_space_05_f000015,ABSENT,hunters_space_05_f000015,ABSENT,MLAAD::f5-tts,ABSENT,ABSENT,hunters_space_05_f000015,none,"pinned source manifest records URL, revision, CC BY-NC 4.0, and competition-use review",data/public_v9/mlaad_tiny_manifest.csv,10a43f18db51d2afeafafb46b8f1bb3436434921b728dddb198ca852fd878d8b,2026-09-01,cal_v13b,073555a9053cf0f11aea0018e4ab8784e0c70058bc3dd019711625ff1482f893,C:\Users\lLrich\Desktop\보이스ai해커톤\data\raw\public_v9\mlaad_tiny\fake\en\f5-tts\hunters_space_05_f000015.wav,197cd6c10e69a4ba5b365b88d6c05d4937cb77a38597fd4de0097eff44c83ad2,16000,PCM_S16LE,.wav,canonical16k_pcm16_label_independent_v1,none
