task,epoch,split,train_loss,file_eer,voice_eer,music_eer,voice_auc,music_auc,ads,cps,score,total
voice,1,val_a,0.6226061890865194,0.603637445605683,0.4954511620213382,0.5266714082503556,0.8444023569023569,0.16901595744680847,0.44108962231778415,0.5067091571745826,0.44765157580346404,0.44765157580346404
voice,1,val_b,0.6226061890865194,0.5119910282953761,0.5595238095238095,0.5,0.9170935960591133,0.1596670247046187,0.4820997239475501,0.5383803103818661,0.4877277825909817,0.4877277825909817
voice,1,val_c,0.6226061890865194,0.603637445605683,0.46815813414936724,0.44665718349928873,0.9206228956228956,0.1842325227963526,0.47055249531749843,0.5524277092096241,0.478740016706711,0.478740016706711
voice,1,val_d,0.6226061890865194,0.5640458214006769,0.4499627822347201,0.5422000948316739,0.9018939393939394,0.20433130699088145,0.4653245044032154,0.5531126231924104,0.4741033162821349,0.4741033162821349
voice,2,val_a,0.5843141859975355,0.3353665340127199,0.3454635679430982,0.4311284969179706,0.9629208754208753,0.05562310030395137,0.6338854703296293,0.5092719878624133,0.6214241220829076,0.6214241220829076
voice,2,val_b,0.5843141859975355,0.29856797791580403,0.330952380952381,0.2662826761187417,0.9694088669950739,0.05445757250268528,0.7046407320159993,0.5119332197488796,0.6853699807892875,0.6853699807892875
voice,2,val_c,0.5843141859975355,0.3719641462416782,0.3909519477297163,0.4577999051683262,0.9665404040404041,0.06189209726443768,0.5984875657827198,0.5142162506524209,0.5900604342696899,0.5900604342696899
voice,2,val_d,0.5843141859975355,0.4146613605087961,0.4863534860640145,0.41998577524893316,0.9625,0.07841945288753799,0.5694028899581192,0.520459726443769,0.5645085736066842,0.5645085736066842
voice,3,val_a,0.5676206021473326,0.4847509949046008,0.3454635679430982,0.442271218587008,0.94760101010101,0.3545972644376899,0.5558504233829776,0.65109913726935,0.5653752947716149,0.5653752947716149
voice,3,val_b,0.5676206021473326,0.5227743271221532,0.37142857142857144,0.28123615418697384,0.962167487684729,0.19317937701396345,0.579956275897117,0.5776734323493462,0.5797279915423399,0.5797279915423399
voice,3,val_c,0.5676206021473326,0.4725517908282813,0.4000496236870399,0.47332859174964437,0.951936026936027,0.38993161094224926,0.5417156023235581,0.6709338189391381,0.5546374239851161,0.5546374239851161
voice,3,val_d,0.5676206021473326,0.5853386394912039,0.5136465139359854,0.41998577524893316,0.9536616161616162,0.4408054711246201,0.478605644892521,0.6972335436431181,0.5004684347675807,0.5004684347675807
voice,4,val_a,0.5744867715342291,0.3170677278982408,0.2544868083698618,0.713371266002845,0.949452861952862,0.04608662613981763,0.5765573945760538,0.49776974404633983,0.5686786295230825,0.5686786295230825
voice,4,val_b,0.5744867715342291,0.29856797791580403,0.2690476190476191,0.6222862206468764,0.9331527093596058,0.02599355531686359,0.6102206210385112,0.4795731323382347,0.5971558721684835,0.5971558721684835
voice,4,val_c,0.5744867715342291,0.3353665340127199,0.29087751219915636,0.5955429113323849,0.9537878787878787,0.05775075987841946,0.5954783571540934,0.5057693193331491,0.5865074533719989,0.5865074533719989
voice,4,val_d,0.5744867715342291,0.4237549745230037,0.46815813414936724,0.47332859174964437,0.9521464646464647,0.029065349544072947,0.5524923083837314,0.4906059070952688,0.5463036682548852,0.5463036682548852
voice,5,val_a,0.5418175150608194,0.2042808792353182,0.18637829790753452,0.8355855855855856,0.9480639730639732,0.23761398176291793,0.6099082251251583,0.5928389774134455,0.608201300353987,0.608201300353987
voice,5,val_b,0.5418175150608194,0.1786576949620428,0.21190476190476193,0.7296189632255206,0.9165024630541874,0.13592910848549947,0.64940451117037,0.5262157857698434,0.6370856386303174,0.6370856386303174
voice,5,val_c,0.5418175150608194,0.30486852382192137,0.19547597386485815,0.6755571360834518,0.9536616161616162,0.28860182370820664,0.6058034024910322,0.6211317199349113,0.60733623423542,0.60733623423542
voice,5,val_d,0.5418175150608194,0.5091494030572395,0.4499627822347201,0.5955429113323849,0.9531565656565657,0.2855623100303951,0.4767698686247207,0.6193594378434804,0.49102882554659666,0.49102882554659666
voice,6,val_a,0.5220338054772081,0.46955777885223343,0.2635844843271855,0.5533428165007113,0.946506734006734,0.4792173252279635,0.5465013687582329,0.7128620296173488,0.5631374348441445,0.5631374348441445
voice,6,val_b,0.5220338054772081,0.4292615596963423,0.4,0.5258085954807266,0.9243349753694581,0.3917830290010741,0.5476266415076109,0.6580590021852661,0.5586698775753765,0.5586698775753765
voice,6,val_c,0.5220338054772081,0.4420537806374828,0.29997518815648005,0.5533428165007113,0.9476851851851852,0.49920212765957445,0.5529752270997492,0.7234436564223798,0.5700220700320123,0.5700220700320123
