split,calibration_fold,source,generator,is_mixed,y_file_fake,y_voice_fake,y_music_fake,y_voice_present,y_music_present,df,df_primary,df_second,df_has_second,df_used,duration_sec,vf,mf,vfile,mfile,vp_model,mp_model,vp_panns,mp_panns
telephone_alaw,telephone_alaw,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.0148299853999008,0.0148299853999008,,False,True,2.3,0.6815364360809326,0.40212276577949524,0.706683874130249,0.3884395956993103,0.9884623885154724,0.09625349938869476,0.8822903037071228,0.041748352348804474
telephone_alaw,telephone_alaw,gtzan_real_v2,GTZAN_genre_1,False,0.0,0.0,0.0,0.0,1.0,0.25712291309725166,0.19553144653699922,0.3187143796575041,True,True,30.013375,0.6519826054573059,4.508771382916166e-07,0.6620572209358215,4.299455440559541e-07,0.9101740717887878,0.9999997019767761,0.021393602713942528,0.6940703392028809
telephone_alaw,telephone_alaw,asvspoof2019,bonafide,False,0.0,0.0,0.0,1.0,0.0,0.026155111273183897,0.026155111273183897,,False,True,4.2175,0.7258843183517456,0.47528961300849915,0.7389674186706543,0.47750189900398254,0.9861249327659607,0.0858142077922821,0.8219195008277893,0.019419731572270393
telephone_alaw,telephone_alaw,gtzan_real_v2,GTZAN_genre_5,False,0.0,0.0,0.0,0.0,1.0,0.4845226546437347,0.5099023092224435,0.4591430000650258,True,True,30.013375,0.682448148727417,0.050719622522592545,0.6889219284057617,0.05213764309883118,0.7741730809211731,0.9973304867744446,0.016076648607850075,0.5600773692131042
telephone_alaw,telephone_alaw,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.013464598113449234,0.013464598113449234,,False,True,6.77,0.7294510006904602,0.48352837562561035,0.7380492091178894,0.49123436212539673,0.9690905809402466,0.12497860193252563,0.8383609652519226,0.02096768654882908
telephone_alaw,telephone_alaw,asvspoof2019,A02,False,1.0,1.0,0.0,1.0,0.0,0.9996944625130642,0.9996944625130642,,False,True,4.6824375,0.7666216492652893,0.518376886844635,0.7750282287597656,0.5264860391616821,0.9850170612335205,0.09158958494663239,0.7644066214561462,0.023771347478032112
telephone_alaw,telephone_alaw,gtzan_real_v2,GTZAN_genre_7,False,0.0,0.0,0.0,0.0,1.0,0.26955494207488595,0.3004545279059869,0.238655356243785,True,True,30.0001875,0.7444292306900024,0.0057009621523320675,0.7315080761909485,0.005836262833327055,0.5802452564239502,0.9943887591362,0.027767295017838478,0.834590494632721
telephone_alaw,telephone_alaw,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.01227723866081352,0.01227723866081352,,False,True,3.625,0.7133544087409973,0.4681814908981323,0.7246084809303284,0.4714512825012207,0.9779159426689148,0.13872139155864716,0.8367189764976501,0.020816870033740997
telephone_alaw,telephone_alaw,asvspoof2019,A02,False,1.0,1.0,0.0,1.0,0.0,0.9991399760318538,0.9991399760318538,,False,True,4.198375,0.7291826605796814,0.4145289361476898,0.7414092421531677,0.4094337522983551,0.9869312644004822,0.07602323591709137,0.7394765615463257,0.018345965072512627
telephone_alaw,telephone_alaw,wavefake_ajay,WF6,False,1.0,1.0,0.0,1.0,0.0,0.9725903563802951,0.9725903563802951,,False,True,5.538,0.7485874891281128,0.521913468837738,0.7595617175102234,0.5331217646598816,0.9818649291992188,0.11560574173927307,0.8034840226173401,0.04119618982076645
telephone_alaw,telephone_alaw,split_internal_mix,mix::A01::MusicGen,True,1.0,1.0,1.0,1.0,1.0,0.9355124174273677,0.8823311278693534,0.988693706985382,True,True,7.489,0.7414461970329285,0.9998291730880737,0.7391655445098877,0.9998165965080261,0.6714255213737488,0.9999115467071533,0.013868896290659904,0.023957625031471252
telephone_alaw,telephone_alaw,wavefake_ajay,WF5,False,1.0,1.0,0.0,1.0,0.0,0.9964702315603223,0.9952448926128972,0.9976955705077475,True,True,7.6161875,0.7490636110305786,0.5364735722541809,0.7599149346351624,0.5495110154151917,0.9796109199523926,0.11171314865350723,0.7913099527359009,0.040852535516023636
telephone_alaw,telephone_alaw,wavefake_ajay,WF1,False,1.0,1.0,0.0,1.0,0.0,0.9949028386984733,0.9949028386984733,,False,True,6.09525,0.7236748933792114,0.5195361971855164,0.7358593344688416,0.527763843536377,0.973856508731842,0.13478903472423553,0.7794100642204285,0.034623268991708755
telephone_alaw,telephone_alaw,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.8576659844319805,0.8576659844319805,,False,True,5.8945,0.7540009617805481,0.999755322933197,0.7469965219497681,0.9997403025627136,0.6214725375175476,0.999779999256134,0.016598299145698547,0.05231034755706787
telephone_alaw,telephone_alaw,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.05115197079904173,0.040805532875648996,0.06149840872243446,True,True,18.86,0.7321045994758606,0.5092491507530212,0.7406761646270752,0.5186233520507812,0.962469220161438,0.1456575095653534,0.8434175848960876,0.021610165014863014
telephone_alaw,telephone_alaw,asvspoof2019,A01,False,1.0,1.0,0.0,1.0,0.0,0.9997921329146751,0.9997921329146751,,False,True,4.818,0.8335116505622864,0.4980725049972534,0.8364547491073608,0.5080919861793518,0.9898543953895569,0.05854694917798042,0.7377219200134277,0.0479150265455246
telephone_alaw,telephone_alaw,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.1041867322165298,0.1041867322165298,,False,True,2.54,0.6675183773040771,0.3966681659221649,0.6883809566497803,0.383775919675827,0.9748865365982056,0.07799020409584045,0.8093783259391785,0.048432882875204086
telephone_alaw,telephone_alaw,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.09128350245547498,0.10722657564270184,0.07534042926824813,True,True,15.835,0.6989392638206482,0.5389184951782227,0.7096641659736633,0.5472386479377747,0.9550062417984009,0.16276732087135315,0.807036280632019,0.019382605329155922
telephone_alaw,telephone_alaw,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.893425579123243,0.893425579123243,,False,True,5.12375,0.7563066482543945,0.9996840953826904,0.7481064796447754,0.9996664524078369,0.6111434698104858,0.9997054934501648,0.015404224395751953,0.03462263196706772
telephone_alaw,telephone_alaw,gtzan_real_v2,GTZAN_genre_2,False,0.0,0.0,0.0,0.0,1.0,0.3702974576599034,0.3100446225386768,0.43055029278112994,True,True,30.013375,0.7151792049407959,9.538463928038254e-06,0.7133392095565796,9.146961019723676e-06,0.6882666945457458,0.9999868273735046,0.019694946706295013,0.8046876788139343
telephone_alaw,telephone_alaw,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.8575376925163366,0.8575376925163366,,False,True,5.2974375,0.7535784840583801,0.9999412298202515,0.7454474568367004,0.9999357461929321,0.6097891926765442,0.9999691247940063,0.022293731570243835,0.04568924754858017
telephone_alaw,telephone_alaw,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.12854624357616237,0.12854624357616237,,False,True,6.88,0.7272800207138062,0.33481624722480774,0.7381620407104492,0.33072441816329956,0.9817407131195068,0.19120462238788605,0.7984060645103455,0.015890933573246002
telephone_alaw,telephone_alaw,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.02722346865283696,0.03217455855767248,0.02227237874800144,True,True,9.18,0.7101442217826843,0.3670327663421631,0.7231972217559814,0.3591792583465576,0.9862198829650879,0.15694481134414673,0.8216664791107178,0.029686417430639267
telephone_alaw,telephone_alaw,gtzan_real_v2,GTZAN_genre_2,False,0.0,0.0,0.0,0.0,1.0,0.17666430457443366,0.27631338041629055,0.07701522873257678,True,True,30.013375,0.7185864448547363,0.0006002654554322362,0.7202891707420349,0.0005889360327273607,0.702396810054779,0.9991493225097656,0.017372658476233482,0.8842990398406982
telephone_alaw,telephone_alaw,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.8825221013483954,0.8825221013483954,,False,True,4.4595,0.7472624182701111,0.9998428821563721,0.7419281005859375,0.9998303651809692,0.6401634216308594,0.9999152421951294,0.01386334840208292,0.023058421909809113
telephone_alaw,telephone_alaw,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.02114578052050009,0.02114578052050009,,False,True,2.6,0.6684725880622864,0.4613525867462158,0.6881157159805298,0.45534560084342957,0.9761309623718262,0.09773419797420502,0.7949352860450745,0.04108965024352074
telephone_alaw,telephone_alaw,gtzan_real_v2,GTZAN_genre_9,False,0.0,0.0,0.0,0.0,1.0,0.39512343284376494,0.44241979834866446,0.3478270673388654,True,True,30.0,0.6905809044837952,0.0005137525149621069,0.6909253001213074,0.0005176949198357761,0.7194858193397522,0.9998578429222107,0.021052494645118713,0.8352788090705872
telephone_alaw,telephone_alaw,gtzan_real_v2,GTZAN_genre_6,False,0.0,0.0,0.0,0.0,1.0,0.2695408351473658,0.19864927670077887,0.3404323935939528,True,True,30.0001875,0.7348828911781311,0.008439536206424236,0.7194973230361938,0.008438725024461746,0.5021474957466125,0.9967522025108337,0.01843687705695629,0.875704288482666
telephone_alaw,telephone_alaw,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.014059762517701344,0.009482286403981379,0.018637238631421308,True,True,12.94,0.717689037322998,0.5240968465805054,0.7301397323608398,0.5292973518371582,0.9733476638793945,0.16643604636192322,0.8098461627960205,0.02351684682071209
