task,epoch,split,train_loss,file_eer,voice_eer,music_eer,voice_auc,music_auc,ads,cps,score,total
voice,1,val_a,0.6641914117826174,0.45404378368558107,0.4707310108509423,0.4447353112274578,0.9736016392917747,0.028956057912115828,0.5454113126187836,0.5012788486019453,0.5409980662170998,0.5409980662170998
voice,1,val_b,0.6641914117826174,0.39286521935775665,0.46150201374081967,0.5883838383838383,0.9310804802134283,0.05564339042599912,0.5347518360578063,0.4933619353197137,0.530612845983997,0.530612845983997
voice,1,val_c,0.6641914117826174,0.46359686307757525,0.4569135097404658,0.4447353112274578,0.9718887074568566,0.03434651313747072,0.5433982731448819,0.5031176102971636,0.5393702068601101,0.5393702068601101
voice,1,val_d,0.6641914117826174,0.5198479985465997,0.495938828605876,0.4921050444610654,0.9669260077482151,0.010103575762707082,0.49325672166720536,0.4885147917554611,0.49278252867603095,0.49278252867603095
voice,2,val_a,0.6373543118777341,0.5158132986132138,0.48454851196141885,0.4447353112274578,0.9743220311849646,0.034064290350802925,0.511763054932872,0.5041931607678838,0.5110060655163732,0.5110060655163732
voice,2,val_b,0.6373543118777341,0.4364654002713704,0.47690120824449184,0.5966810966810967,0.9340818141396177,0.05612648221343872,0.5073827292110874,0.4951041481765282,0.5061548711076315,0.5061548711076315
voice,2,val_c,0.6373543118777341,0.5062602192212196,0.46503585252871377,0.460525222305327,0.9731533954471231,0.040513081026162044,0.5157051531920493,0.5068332382366426,0.5148179616965087,0.5148179616965087
voice,2,val_d,0.6373543118777341,0.5610276751650216,0.504061171394124,0.510512756586055,0.9662536419812378,0.021829932548753987,0.4655201011628479,0.49404178726499587,0.46837226977306273,0.46837226977306273
voice,3,val_a,0.6365968797304858,0.5514745957730273,0.48454851196141885,0.4447353112274578,0.9747542663208786,0.04143030508283239,0.4939324063529653,0.5080922857018555,0.4953483942878543,0.4953483942878543
voice,3,val_b,0.6365968797304858,0.4499886928991407,0.47690120824449184,0.5883838383838383,0.9349488661627391,0.057202459376372417,0.5031102603863798,0.4960756627695557,0.5024068006246974,0.5024068006246974
voice,3,val_c,0.6365968797304858,0.5459562163144189,0.4707310108509423,0.460525222305327,0.9737777350878879,0.04725115005785567,0.4947181229810039,0.5105144425728718,0.49629775494019074,0.49629775494019074
voice,3,val_d,0.6365968797304858,0.5650623750984074,0.495938828605876,0.5078949555389346,0.9662216245637627,0.0311997290661248,0.4659125600679407,0.49871067681494374,0.46919237174264106,0.46919237174264106
voice,4,val_a,0.6241001739893874,0.5514745957730273,0.5016339869281046,0.4447353112274578,0.9746422053597157,0.04634098157085203,0.4905153113596281,0.5104915934652838,0.4925129395701937,0.4925129395701937
voice,4,val_b,0.6241001739893874,0.4665422885572139,0.4846008054963279,0.5883838383838383,0.9342374388617164,0.06080368906455863,0.49329354310697593,0.4975205639631375,0.4937162451925921,0.4937162451925921
voice,4,val_c,0.6241001739893874,0.5404378368558106,0.4764261691731709,0.4447353112274578,0.9737617263791501,0.053170773008212685,0.5010752543692232,0.5134662496936814,0.502314353901669,0.502314353901669
voice,4,val_d,0.6241001739893874,0.5555092957064132,0.495938828605876,0.4921050444610654,0.9670060512919028,0.03639262834081224,0.47542607308729856,0.5016993398163575,0.4780533997602045,0.4780533997602045
