task,epoch,split,train_loss,file_eer,voice_eer,music_eer,voice_auc,music_auc,ads,cps,score,total
voice,1,val_a,0.631965061573133,0.5213316780718222,0.4121930325528269,0.4763151333831962,0.963308039573528,0.0659836875229306,0.5140010144385646,0.5146458635482293,0.514065499349531,0.514065499349531
voice,1,val_b,0.631965061573133,0.4548846675712347,0.4692016109926558,0.443001443001443,0.9142952423299245,0.08726394378568292,0.5458169111154185,0.5007795930578037,0.541313179309657,0.541313179309657
voice,1,val_c,0.631965061573133,0.5308847574638164,0.41788819087505547,0.6026344220061498,0.9651170236608715,0.061736234583580275,0.4701896564912358,0.5134266291222259,0.47451335375433484,0.47451335375433484
voice,1,val_d,0.631965061573133,0.5499909162478047,0.46503585252871377,0.5236848666168038,0.9651170236608716,0.0601840092569074,0.4748919113853137,0.5126505164588895,0.47866777189267135,0.47866777189267135
voice,2,val_a,0.6168401167817312,0.525366378005208,0.35365505425471155,0.5236848666168038,0.9733454999519738,0.22649789744023932,0.5094803401614125,0.5999216986961066,0.5185244760148819,0.5185244760148819
voice,2,val_b,0.6168401167817312,0.4597806422433288,0.4269722814498934,0.4545454545454546,0.9292352156514007,0.2466622749231445,0.5483515862247205,0.5879487452872726,0.5523113021309757,0.5523113021309757
voice,2,val_c,0.6168401167817312,0.5364031369224247,0.3674725553651882,0.6999916895204853,0.9732974738257612,0.1930968306381057,0.4483064136096044,0.5831971522319335,0.4617954874718373,0.4617954874718373
voice,2,val_d,0.6168401167817312,0.5158132986132138,0.339837553144235,0.5552646887725422,0.9690391573015721,0.2358959162362769,0.5075464334327834,0.6024675367689245,0.5170385437663975,0.5170385437663975
voice,3,val_a,0.6130326978147846,0.3922742687579483,0.5154514880385811,0.4131554890717194,0.8727787916626646,0.13519882595320748,0.5768259212917938,0.5039888088079361,0.569542210043408,0.569542210043408
voice,3,val_b,0.6130326978147846,0.3812075983717775,0.4846008054963279,0.4347041847041847,0.8476878612716763,0.16519543258673694,0.5820647843035902,0.5064416469292066,0.5745024705661519,0.5745024705661519
