split,calibration_fold,source,generator,is_mixed,y_file_fake,y_voice_fake,y_music_fake,y_voice_present,y_music_present,df,df_primary,df_second,df_has_second,df_used,duration_sec,vf,mf,vfile,mfile,vp_model,mp_model,vp_panns,mp_panns
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.15047988827199302,0.15047988827199302,,False,True,2.3,0.7071773409843445,0.4117412269115448,0.7269089221954346,0.397702693939209,0.9897936582565308,0.07758817076683044,0.7726666331291199,0.057468727231025696
codec_narrow_q8,codec_narrow_q8,gtzan_real_v2,GTZAN_genre_1,False,0.0,0.0,0.0,0.0,1.0,0.21977021921643686,0.21756813672096367,0.22197230171191001,True,True,30.013375,0.6547030210494995,8.321557288581971e-06,0.6542462110519409,7.913944500614889e-06,0.7460067868232727,0.9999964833259583,0.02148950658738613,0.7133853435516357
codec_narrow_q8,codec_narrow_q8,asvspoof2019,bonafide,False,0.0,0.0,0.0,1.0,0.0,0.0675752958481439,0.0675752958481439,,False,True,4.2175,0.7240532636642456,0.48274683952331543,0.7353000640869141,0.4853944480419159,0.9801366329193115,0.08407197892665863,0.7200496792793274,0.02940255030989647
codec_narrow_q8,codec_narrow_q8,gtzan_real_v2,GTZAN_genre_5,False,0.0,0.0,0.0,0.0,1.0,0.33222109578477377,0.4671359910619089,0.19730620050763858,True,True,30.013375,0.6750595569610596,0.0010542029049247503,0.6695501804351807,0.0010175827192142606,0.5637795925140381,0.9997887015342712,0.01435950119048357,0.7393004298210144
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.009515941879350438,0.009515941879350438,,False,True,6.77,0.7349063754081726,0.5265344381332397,0.7389522194862366,0.5367844700813293,0.9455416202545166,0.11576025933027267,0.7033098936080933,0.01413238886743784
codec_narrow_q8,codec_narrow_q8,asvspoof2019,A02,False,1.0,1.0,0.0,1.0,0.0,0.9828369079682855,0.9828369079682855,,False,True,4.6824375,0.7606717348098755,0.4430508613586426,0.7688186764717102,0.4419756531715393,0.9747110605239868,0.06269322335720062,0.7001444697380066,0.018996993079781532
codec_narrow_q8,codec_narrow_q8,gtzan_real_v2,GTZAN_genre_7,False,0.0,0.0,0.0,0.0,1.0,0.3626004073168454,0.3689938803184265,0.3562069343152643,True,True,30.0001875,0.7281980514526367,0.00015835325757507235,0.7081813812255859,0.0001519197248853743,0.43191948533058167,0.9996549487113953,0.024979347363114357,0.8736308217048645
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.025126694962003208,0.025126694962003208,,False,True,3.625,0.7224375009536743,0.5557297468185425,0.7313758134841919,0.563804566860199,0.9706538319587708,0.12835514545440674,0.8546956777572632,0.0133262500166893
codec_narrow_q8,codec_narrow_q8,asvspoof2019,A02,False,1.0,1.0,0.0,1.0,0.0,0.9882187796779001,0.9882187796779001,,False,True,4.198375,0.7413365244865417,0.40721485018730164,0.7527124881744385,0.39884647727012634,0.9853971600532532,0.05680415779352188,0.7249583601951599,0.018743272870779037
codec_narrow_q8,codec_narrow_q8,wavefake_ajay,WF6,False,1.0,1.0,0.0,1.0,0.0,0.9868510053294939,0.9868510053294939,,False,True,5.538,0.8164303302764893,0.5280309319496155,0.820937991142273,0.5385698676109314,0.9892882108688354,0.09247387200593948,0.7138273119926453,0.018442427739501
codec_narrow_q8,codec_narrow_q8,split_internal_mix,mix::A01::MusicGen,True,1.0,1.0,1.0,1.0,1.0,0.9262271674210074,0.8683581143255145,0.9840962205165003,True,True,7.489,0.7371505498886108,0.9998618364334106,0.7340746521949768,0.9998512268066406,0.6473785638809204,0.9999229907989502,0.012446511536836624,0.0317755863070488
codec_narrow_q8,codec_narrow_q8,wavefake_ajay,WF5,False,1.0,1.0,0.0,1.0,0.0,0.9917988767897898,0.9900095440997585,0.9935882094798212,True,True,7.6161875,0.7965019345283508,0.5385982394218445,0.8005338907241821,0.5510656237602234,0.9807701110839844,0.10157893598079681,0.7674899101257324,0.023752249777317047
codec_narrow_q8,codec_narrow_q8,wavefake_ajay,WF1,False,1.0,1.0,0.0,1.0,0.0,0.9970948566446499,0.9970948566446499,,False,True,6.09525,0.7682602405548096,0.5312715768814087,0.7761690020561218,0.5395427346229553,0.9786847233772278,0.10260649770498276,0.7291089296340942,0.019095979630947113
codec_narrow_q8,codec_narrow_q8,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.8794614857857829,0.8794614857857829,,False,True,5.8945,0.7444440722465515,0.9997736811637878,0.7356767058372498,0.999760091304779,0.5848838090896606,0.9997840523719788,0.01665101945400238,0.06471587717533112
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.07023534664892644,0.029529558451273863,0.11094113484657903,True,True,18.86,0.732803225517273,0.564964771270752,0.7368307113647461,0.5754050016403198,0.9277530908584595,0.13163459300994873,0.7138348817825317,0.015488550066947937
codec_narrow_q8,codec_narrow_q8,asvspoof2019,A01,False,1.0,1.0,0.0,1.0,0.0,0.9994794873181538,0.9994794873181538,,False,True,4.818,0.7572439312934875,0.4262083172798157,0.7585764527320862,0.42691612243652344,0.8961904644966125,0.05603111907839775,0.5866817831993103,0.03165590390563011
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.11403001963467257,0.11403001963467257,,False,True,2.54,0.648009717464447,0.2693941295146942,0.67021244764328,0.24875040352344513,0.9555969834327698,0.09332951158285141,0.7067096829414368,0.04826865345239639
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.505447778157774,0.8445350199352906,0.1663605363802574,True,True,15.835,0.707362174987793,0.6000379920005798,0.7150701284408569,0.6101040840148926,0.9311240911483765,0.17323635518550873,0.6454159617424011,0.01439317874610424
codec_narrow_q8,codec_narrow_q8,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.8410918735900369,0.8410918735900369,,False,True,5.12375,0.7478397488594055,0.9997283816337585,0.7387521862983704,0.9997135996818542,0.581203043460846,0.9997188448905945,0.01628255471587181,0.04981642961502075
codec_narrow_q8,codec_narrow_q8,gtzan_real_v2,GTZAN_genre_2,False,0.0,0.0,0.0,0.0,1.0,0.4963427882318898,0.47346140303000145,0.5192241734337782,True,True,30.013375,0.7004053592681885,1.1123587029260307e-07,0.6880241632461548,1.0197808819611964e-07,0.5114020705223083,0.9999997615814209,0.023541415110230446,0.8230786323547363
codec_narrow_q8,codec_narrow_q8,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.9050004672691014,0.9050004672691014,,False,True,5.2974375,0.7479516267776489,0.9999444484710693,0.7395857572555542,0.9999394416809082,0.5919304490089417,0.9999687671661377,0.019768372178077698,0.10173463076353073
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.5752730531285863,0.5752730531285863,,False,True,6.88,0.7409104108810425,0.3169780671596527,0.7507822513580322,0.30764126777648926,0.96959388256073,0.1497868448495865,0.6214593648910522,0.018127480521798134
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.3146857088487949,0.024550998421197512,0.6048204192763923,True,True,9.18,0.7530044913291931,0.42106878757476807,0.7622556686401367,0.4138616919517517,0.9883341193199158,0.10554184764623642,0.723136305809021,0.038102589547634125
codec_narrow_q8,codec_narrow_q8,gtzan_real_v2,GTZAN_genre_2,False,0.0,0.0,0.0,0.0,1.0,0.16073180684324298,0.19405869720537156,0.1274049164811144,True,True,30.013375,0.6943439245223999,7.191461918409914e-05,0.6837082505226135,6.837874389020726e-05,0.5141807198524475,0.9998722076416016,0.011930535547435284,0.9086441397666931
codec_narrow_q8,codec_narrow_q8,fake_music_generated,MusicGen,False,1.0,0.0,1.0,0.0,1.0,0.85954873703086,0.85954873703086,,False,True,4.4595,0.7380298972129822,0.9998675584793091,0.7299094796180725,0.9998568296432495,0.6018425822257996,0.9999217987060547,0.012755626812577248,0.033047717064619064
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.04778121077322362,0.04778121077322362,,False,True,2.6,0.6780655384063721,0.5040656328201294,0.692450761795044,0.5027878880500793,0.9711668491363525,0.10485593974590302,0.7453925013542175,0.05058426037430763
codec_narrow_q8,codec_narrow_q8,gtzan_real_v2,GTZAN_genre_9,False,0.0,0.0,0.0,0.0,1.0,0.8058689948293747,0.8587227853287864,0.7530152043299629,True,True,30.0,0.6784592866897583,7.75329226598842e-06,0.6681571006774902,7.24266146789887e-06,0.5194918513298035,0.9999818801879883,0.02071910724043846,0.8582594394683838
codec_narrow_q8,codec_narrow_q8,gtzan_real_v2,GTZAN_genre_6,False,0.0,0.0,0.0,0.0,1.0,0.38286556006086536,0.39697911759464305,0.3687520025270876,True,True,30.0001875,0.7203895449638367,8.990388596430421e-05,0.6991554498672485,8.515975787304342e-05,0.4107302725315094,0.9998180270195007,0.0650363638997078,0.8716526627540588
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.018692869716584112,0.01666950412201334,0.02071623531115489,True,True,12.94,0.7675215005874634,0.584758460521698,0.7747722864151001,0.5927789211273193,0.9794690012931824,0.1425505429506302,0.7487008571624756,0.020931385457515717
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.08348310305877658,0.08348310305877658,,False,True,4.415,0.7432783246040344,0.6675770878791809,0.7460934519767761,0.6796298623085022,0.9417542219161987,0.15005606412887573,0.7126210331916809,0.03377239406108856
codec_narrow_q8,codec_narrow_q8,librispeech_dev,LibriSpeech,False,0.0,0.0,0.0,1.0,0.0,0.01735860226576653,0.01735860226576653,,False,True,3.9,0.6961474418640137,0.44496163725852966,0.7056020498275757,0.4433000087738037,0.9450698494911194,0.08957723528146744,0.8903295993804932,0.01975836046040058
codec_narrow_q8,codec_narrow_q8,wavefake_ajay,WF1,False,1.0,1.0,0.0,1.0,0.0,0.9915177380891655,0.9976540034064634,0.9853814727718677,True,True,7.186625,0.8148877620697021,0.5599192380905151,0.8175886869430542,0.573768675327301,0.9833757281303406,0.11889967322349548,0.7686387300491333,0.020184872671961784
codec_narrow_q8,codec_narrow_q8,asvspoof2019,A01,False,1.0,1.0,0.0,1.0,0.0,0.9992955534190349,0.9992955534190349,,False,True,3.3994375,0.7663862109184265,0.41609224677085876,0.7768840193748474,0.4114072620868683,0.9816660284996033,0.029876843094825745,0.654750645160675,0.023188704624772072
codec_narrow_q8,codec_narrow_q8,wavefake_ajay,WF4,False,1.0,1.0,0.0,1.0,0.0,0.9994090292649549,0.9994090292649549,,False,True,6.699,0.7876841425895691,0.6096015572547913,0.7894231081008911,0.6231778860092163,0.9647009372711182,0.13351258635520935,0.7077813744544983,0.016949081793427467
codec_narrow_q8,codec_narrow_q8,gtzan_real_v2,GTZAN_genre_1,False,0.0,0.0,0.0,0.0,1.0,0.2041556693553077,0.2221479422684787,0.1861633964421367,True,True,30.013375,0.6701644659042358,0.0003267015272285789,0.6716378927230835,0.0003131953999400139,0.7086017727851868,0.9990842938423157,0.015171912498772144,0.7274869084358215
